회사명,거래소코드,회계년도,[U01160000]자본(*)(천원),[U01167200]      *당기순이익(천원),[U01160000]자본(*)(연결)(천원),[U01167200]         *당기순이익(연결)(천원),[U01A600000000]자본(*)(IFRS)(천원),[U01B840000000]당기순이익(손실)(IFRS)(천원),[U01A600000000]자본(*)(IFRS연결)(천원),[U01B840000000]당기순이익(손실)(IFRS연결)(천원)
(주)유티아이,179900,2017/12,54943212.0,10264497.0,55174385.0,10779137.0,54943212.0,10264497.0,55174385.0,10779137.0
(주)유티아이,179900,2018/12,59700258.0,6859859.0,59546016.0,6449398.0,59700258.0,6859859.0,59546016.0,6449398.0
(주)유티아이,179900,2019/12,65096419.0,8010054.0,61878812.0,4917577.0,65096419.0,8010054.0,61878812.0,4917577.0
(주)유티아이,179900,2020/12,66481927.0,3800994.0,58263903.0,550717.0,66481927.0,3800994.0,58263903.0,550717.0
(주)유티아이,179900,2021/12,58765526.0,-7088731.0,60725090.0,1284010.0,58765526.0,-7088731.0,60725090.0,1273760.0
(주)유티아이,179900,2022/12,29082503.0,-28876154.0,47305737.0,-12011779.0,29082503.0,-28876154.0,47305737.0,-12053014.0
(주)유틸렉스,263050,2015/12,8929056.0,-849627.0,,,8929056.0,-849627.0,,
(주)유틸렉스,263050,2016/12,25865394.0,-5113612.0,,,25865394.0,-5113612.0,,
(주)유틸렉스,263050,2017/12,51131065.0,-9592518.0,,,51131065.0,-9592518.0,,
(주)유틸렉스,263050,2018/12,77509630.0,-13217091.0,77494816.0,-13233366.0,77509630.0,-13217091.0,77494816.0,-13233366.0
(주)유틸렉스,263050,2019/12,62852973.0,-17120023.0,62827624.0,-17131242.0,62852973.0,-17120023.0,62827624.0,-17131242.0
(주)유틸렉스,263050,2020/12,58798063.0,-28644119.0,58514906.0,-28768241.0,58798063.0,-28644119.0,58514906.0,-28768241.0
(주)유틸렉스,263050,2021/12,60764703.0,-27786784.0,72033375.0,-29256914.0,60764703.0,-27786784.0,72033375.0,-29574857.0
(주)유틸렉스,263050,2022/12,81988242.0,-31210248.0,90866731.0,-33426599.0,81988242.0,-31210248.0,90866731.0,-34470151.0
(주)육일씨엔에쓰,191410,2012/12,6338919.0,1292043.0,,,,,,
(주)육일씨엔에쓰,191410,2013/12,24607453.0,6412656.0,,,15218807.0,5750371.0,15505393.0,5536329.0
(주)육일씨엔에쓰,191410,2014/12,17792745.0,2958176.0,18295233.0,2876311.0,17792745.0,2958176.0,18295233.0,2790158.0
(주)육일씨엔에쓰,191410,2015/12,33027806.0,2286634.0,31251222.0,-481996.0,33027806.0,2286634.0,31251222.0,-524638.0
(주)육일씨엔에쓰,191410,2016/12,27484205.0,-5815216.0,17107762.0,-14769491.0,27484205.0,-5815216.0,17107762.0,-14828575.0
(주)육일씨엔에쓰,191410,2017/12,31593018.0,1888997.0,28764666.0,13646657.0,31593018.0,1888997.0,28764666.0,13646583.0
(주)육일씨엔에쓰,191410,2018/12,43498707.0,-2719288.0,44190143.0,234224.0,43498707.0,-2719288.0,44190143.0,234291.0
(주)육일씨엔에쓰,191410,2019/12,39460549.0,-4264715.0,36888375.0,-7804128.0,39460549.0,-4264715.0,36888375.0,-7840469.0
(주)육일씨엔에쓰,191410,2020/12,8760919.0,-30821868.0,16127088.0,-21526422.0,8760919.0,-30821868.0,16127088.0,-21526422.0
(주)육일씨엔에쓰,191410,2021/12,18744080.0,9695892.0,19582310.0,2980404.0,18744080.0,9695892.0,19582310.0,2980404.0
(주)육일씨엔에쓰,191410,2022/12,21171883.0,1835622.0,21537866.0,671601.0,21171883.0,1835622.0,21537866.0,671601.0
(주)윤성에프앤씨,372170,2022/12,137753214.0,24762677.0,,,137753214.0,24762677.0,,
(주)율호,72770,2012/12,8500312.0,742853.0,10812485.0,327331.0,8500312.0,742853.0,10812485.0,183815.0
(주)율호,72770,2013/12,13835299.0,375747.0,14808675.0,338875.0,13835299.0,375747.0,14808675.0,178612.0
(주)율호,72770,2014/12,12621910.0,-1216648.0,14458355.0,-590194.0,12621910.0,-1216648.0,14458355.0,-426548.0
(주)율호,72770,2015/12,13092118.0,-143464.0,13205597.0,160184.0,13092118.0,-143464.0,13205597.0,162081.0
(주)율호,72770,2016/12,29358326.0,1131916.0,29474018.0,1132978.0,29358326.0,1131916.0,29474018.0,1134129.0
(주)율호,72770,2017/12,21890106.0,-7508467.0,21758470.0,-7757092.0,21890106.0,-7508467.0,21758470.0,-7755796.0
(주)율호,72770,2018/12,25115374.0,-2483306.0,,,25115374.0,-2483306.0,,
(주)율호,72770,2019/12,21714040.0,-3985488.0,25806434.0,-2240979.0,21714040.0,-3985488.0,25806434.0,-887872.0
(주)율호,72770,2020/12,24817775.0,1964050.0,27755582.0,1099665.0,24817775.0,1964050.0,27755582.0,1088100.0
(주)율호,72770,2021/12,48795663.0,1924097.0,52055058.0,1932423.0,48795663.0,1924097.0,52055058.0,2135673.0
(주)율호,72770,2022/12,54135788.0,-461444.0,57806416.0,-148466.0,54135788.0,-461444.0,57806416.0,-93290.0
(주)이글루코퍼레이션,67920,2012/12,42741805.0,3698841.0,,,42741805.0,3698841.0,,
(주)이글루코퍼레이션,67920,2013/12,42382720.0,197170.0,,,42382720.0,197170.0,,
(주)이글루코퍼레이션,67920,2014/12,38020225.0,-10207913.0,,,38020225.0,-10207913.0,,
(주)이글루코퍼레이션,67920,2015/12,33916377.0,-3801333.0,33950970.0,-3819087.0,33916377.0,-3801333.0,33950970.0,-3836740.0
(주)이글루코퍼레이션,67920,2016/12,36645935.0,3704708.0,36584265.0,3543089.0,36645935.0,3704708.0,36584265.0,3488445.0
(주)이글루코퍼레이션,67920,2017/12,41627409.0,4208616.0,41540945.0,4205740.0,41627409.0,4208616.0,41540945.0,4183121.0
(주)이글루코퍼레이션,67920,2018/12,48354772.0,8603309.0,48490076.0,8701778.0,48354772.0,8603309.0,48490076.0,8821861.0
(주)이글루코퍼레이션,67920,2019/12,48459326.0,2256917.0,48440060.0,2055401.0,48459326.0,2256917.0,48440060.0,1980544.0
(주)이글루코퍼레이션,67920,2020/12,50252717.0,5130364.0,50040124.0,4893314.0,50252717.0,5130364.0,50040124.0,4935763.0
(주)이글루코퍼레이션,67920,2021/12,63192074.0,6360143.0,64647585.0,7296750.0,63192074.0,6360143.0,64647585.0,7524516.0
(주)이글루코퍼레이션,67920,2022/12,66346366.0,4705979.0,70728389.0,7198335.0,66346366.0,4705979.0,70728389.0,7555317.0
(주)이글벳,44960,2012/12,16186126.0,688923.0,,,16186126.0,688923.0,,
(주)이글벳,44960,2013/12,17420980.0,709623.0,,,17420980.0,709623.0,,
(주)이글벳,44960,2014/12,29111304.0,1028495.0,,,29111304.0,1028495.0,,
(주)이글벳,44960,2015/12,30928773.0,1033901.0,,,30928773.0,1033901.0,,
(주)이글벳,44960,2016/12,31656665.0,2234140.0,,,31656665.0,2234140.0,,
(주)이글벳,44960,2017/12,31912941.0,1555384.0,,,31912941.0,1555384.0,,
(주)이글벳,44960,2018/12,34546253.0,1041915.0,,,34546253.0,1041915.0,,
(주)이글벳,44960,2019/12,35533022.0,1232267.0,,,35533022.0,1232267.0,,
(주)이글벳,44960,2020/12,37735381.0,2458799.0,,,37735381.0,2458799.0,,
(주)이글벳,44960,2021/12,40829582.0,3637834.0,,,40829582.0,3637834.0,,
(주)이글벳,44960,2022/12,42954280.0,2643394.0,,,42954280.0,2643394.0,,
(주)이노룰스,296640,2019/12,8680699.0,618692.0,8651597.0,917270.0,8680699.0,618692.0,8651597.0,917270.0
(주)이노룰스,296640,2020/12,7082073.0,1591312.0,7302968.0,1810793.0,7082073.0,1591312.0,7302968.0,1810793.0
(주)이노룰스,296640,2021/12,13048284.0,3009484.0,13090018.0,2833461.0,13048284.0,3009484.0,13090018.0,2833461.0
(주)이노룰스,296640,2022/12,31140296.0,1977691.0,31344569.0,2148610.0,31140296.0,1977691.0,31344569.0,2148610.0
(주)이노메트리,302430,2017/12,6465321.0,1327863.0,6282314.0,1176696.0,6465321.0,1327863.0,6282314.0,1176696.0
(주)이노메트리,302430,2018/12,48737964.0,5433976.0,48364402.0,5247720.0,48737964.0,5433976.0,48364402.0,5247720.0
(주)이노메트리,302430,2019/12,53273076.0,5198970.0,52340600.0,4628076.0,53273076.0,5198970.0,52340600.0,4628076.0
(주)이노메트리,302430,2020/12,47605292.0,-4083562.0,47094710.0,-3696865.0,47605292.0,-4083562.0,47094710.0,-3696865.0
(주)이노메트리,302430,2021/12,54046913.0,3692802.0,53681988.0,3868421.0,54046913.0,3692802.0,53681988.0,3868421.0
(주)이노메트리,302430,2022/12,56548118.0,3144451.0,55752506.0,2685093.0,56548118.0,3144451.0,55752506.0,2685093.0
(주)이노와이어리스,73490,2012/12,74483447.0,10191723.0,76579868.0,9522259.0,74483447.0,10191723.0,76579868.0,9867396.0
(주)이노와이어리스,73490,2013/12,74869606.0,1286534.0,79452827.0,4576959.0,74869606.0,1286534.0,79452827.0,4654449.0
(주)이노와이어리스,73490,2014/12,76475980.0,1606374.0,80787334.0,1780490.0,76475980.0,1606374.0,80787334.0,1335008.0
(주)이노와이어리스,73490,2015/12,73954828.0,-2521152.0,76887870.0,-4480904.0,73954828.0,-2521152.0,76887870.0,-4492784.0
(주)이노와이어리스,73490,2016/12,66184822.0,-7770006.0,67194685.0,-9818488.0,66184822.0,-7770006.0,67194685.0,-9818488.0
(주)이노와이어리스,73490,2017/12,70124394.0,3939572.0,66107789.0,-213188.0,70124394.0,3939572.0,66107789.0,-213188.0
(주)이노와이어리스,73490,2018/12,65237277.0,-5316304.0,67104116.0,217725.0,65237277.0,-5316304.0,67104116.0,217725.0
(주)이노와이어리스,73490,2019/12,72209015.0,6971738.0,80904938.0,13146730.0,72209015.0,6971738.0,80904938.0,13146730.0
(주)이노와이어리스,73490,2020/12,89646949.0,6698188.0,103696479.0,13100948.0,89646949.0,6698188.0,103696479.0,13100948.0
(주)이노와이어리스,73490,2021/12,97653115.0,9690552.0,118595819.0,15161542.0,97653115.0,9690552.0,118595819.0,15161542.0
(주)이노와이어리스,73490,2022/12,113684363.0,17715634.0,130907150.0,13450730.0,113684363.0,17715634.0,130907150.0,13450730.0
(주)이노인스트루먼트,215790,2015/12,,,,,,,,
(주)이노인스트루먼트,215790,2016/12,,,,,,,,
(주)이노인스트루먼트,215790,2017/12,61195131.0,4050193.0,60725935.0,4260034.0,61195131.0,4050193.0,60725935.0,4207934.0
(주)이노인스트루먼트,215790,2018/12,59608658.0,-4803942.0,59651376.0,-4208711.0,59608658.0,-4803942.0,59651376.0,-4238835.0
(주)이노인스트루먼트,215790,2019/12,37007413.0,-24329750.0,37060586.0,-24312765.0,37007413.0,-24329750.0,37060586.0,-24312765.0
(주)이노인스트루먼트,215790,2020/12,75916872.0,5407513.0,75969584.0,5301985.0,75916872.0,5407513.0,75969584.0,5301985.0
(주)이노인스트루먼트,215790,2021/12,93451900.0,9995997.0,93503412.0,10195051.0,93451900.0,9995997.0,93503412.0,10195051.0
(주)이노인스트루먼트,215790,2022/12,98164196.0,6426731.0,97627608.0,5622008.0,98164196.0,6426731.0,97627608.0,5622008.0
(주)이노진,344860,2019/12,2357243.0,-412342.0,,,2357243.0,-412342.0,,
(주)이노진,344860,2020/12,3147345.0,790102.0,,,3147345.0,790102.0,,
(주)이노진,344860,2021/12,5405078.0,2257733.0,,,5405078.0,2257733.0,,
(주)이노진,344860,2022/12,6744403.0,1339325.0,,,6744403.0,1339325.0,,
(주)이노테라피,246960,2015/12,-6922916.0,-4757664.0,-6986560.0,-4823126.0,-6922916.0,-4757664.0,-6986560.0,-4823126.0
(주)이노테라피,246960,2016/12,6105463.0,-746621.0,6105463.0,-746621.0,6105463.0,-746621.0,6105463.0,-746621.0
(주)이노테라피,246960,2017/12,3096556.0,-3011954.0,3096556.0,-3011954.0,3096556.0,-3011954.0,3096556.0,-3011954.0
(주)이노테라피,246960,2018/12,9518088.0,-2574357.0,9518088.0,-2574357.0,9518088.0,-2574357.0,9518088.0,-2574357.0
(주)이노테라피,246960,2019/12,15082260.0,-3988932.0,15102166.0,-3988932.0,15082260.0,-3988932.0,15102166.0,-3989026.0
(주)이노테라피,246960,2020/12,12942620.0,-3047460.0,13023861.0,-3047460.0,12942620.0,-3047460.0,13023861.0,-3036081.0
(주)이노테라피,246960,2021/12,10078804.0,-5029220.0,10201542.0,-5029220.0,10078804.0,-5029220.0,10201542.0,-5039960.0
(주)이노테라피,246960,2022/12,13045070.0,-5971858.0,13168984.0,-5971858.0,13045070.0,-5971858.0,13168984.0,-5971957.0
(주)이랜시스,264850,2017/12,,,,,,,,
(주)이랜시스,264850,2018/12,,,,,,,,
(주)이랜시스,264850,2019/12,23860590.0,992822.0,24203908.0,1094254.0,23860590.0,992822.0,24203908.0,1094254.0
(주)이랜시스,264850,2020/12,27902070.0,2681540.0,28757014.0,3385828.0,27902070.0,2681540.0,28757014.0,3385828.0
(주)이랜시스,264850,2021/12,33393882.0,3915923.0,36994180.0,6244200.0,33393882.0,3915923.0,36994180.0,6244200.0
(주)이랜시스,264850,2022/12,36551911.0,2740987.0,42700324.0,5172734.0,36551911.0,2740987.0,42700324.0,5172734.0
(주)이루다,164060,2016/12,8561307.0,451044.0,,,8561307.0,451044.0,,
(주)이루다,164060,2017/12,9332302.0,709796.0,,,9332302.0,709796.0,,
(주)이루다,164060,2018/12,11276597.0,2031477.0,,,11276597.0,2031477.0,,
(주)이루다,164060,2019/12,14293657.0,2935253.0,,,14293657.0,2935253.0,,
(주)이루다,164060,2020/12,30756770.0,4672281.0,,,30756770.0,4672281.0,,
(주)이루다,164060,2021/12,34583803.0,3157223.0,34860118.0,3368812.0,34583803.0,3157223.0,34860118.0,3047891.0
(주)이루다,164060,2022/12,43709702.0,7989485.0,44360436.0,7878811.0,43709702.0,7989485.0,44360436.0,7318806.0
(주)이루온,65440,2012/12,17899047.0,-3174753.0,16244814.0,-2963508.0,17899047.0,-3174753.0,16244814.0,-3035062.0
(주)이루온,65440,2013/12,19248227.0,1000034.0,18090610.0,1347137.0,19248227.0,1000034.0,18090610.0,1350628.0
(주)이루온,65440,2014/12,11828282.0,-7115730.0,10678306.0,-6940653.0,11828282.0,-7115730.0,10678306.0,-6929667.0
(주)이루온,65440,2015/12,12051066.0,8027.0,10677496.0,24554.0,12051066.0,8027.0,10677496.0,11582.0
(주)이루온,65440,2016/12,19432657.0,-2879597.0,19760756.0,-1033233.0,19432657.0,-2879597.0,19760756.0,-1039065.0
(주)이루온,65440,2017/12,17791741.0,-2169643.0,18335704.0,-1690458.0,17791741.0,-2169643.0,18335704.0,-1687684.0
(주)이루온,65440,2018/12,33077964.0,317100.0,34112596.0,917349.0,33077964.0,317100.0,34112596.0,920420.0
(주)이루온,65440,2019/12,34603108.0,1480736.0,34460212.0,541505.0,34603108.0,1480736.0,34460212.0,534329.0
(주)이루온,65440,2020/12,34933769.0,354744.0,37200291.0,2137821.0,34933769.0,354744.0,37200291.0,2124692.0
(주)이루온,65440,2021/12,36465929.0,1444274.0,38762927.0,1806142.0,36465929.0,1444274.0,38762927.0,1811498.0
(주)이루온,65440,2022/12,38911484.0,1271950.0,41831910.0,1726634.0,38911484.0,1271950.0,41831910.0,1704289.0
(주)이미지스테크놀로지,115610,2012/12,26708118.0,213260.0,,,26708118.0,213260.0,,
(주)이미지스테크놀로지,115610,2013/12,27667610.0,1567456.0,28257137.0,1897652.0,27667610.0,1567456.0,28257137.0,2002501.0
(주)이미지스테크놀로지,115610,2014/12,28863963.0,1225433.0,29617719.0,1355276.0,28863963.0,1225433.0,29617719.0,1389662.0
(주)이미지스테크놀로지,115610,2015/12,30395440.0,1531477.0,31085278.0,1448825.0,30395440.0,1531477.0,31085278.0,1467559.0
(주)이미지스테크놀로지,115610,2016/12,31750946.0,1355505.0,31872884.0,928274.0,31750946.0,1355505.0,31872884.0,787606.0
(주)이미지스테크놀로지,115610,2017/12,26338463.0,-5412483.0,26689427.0,-5111129.0,26338463.0,-5412483.0,26689427.0,-5183457.0
(주)이미지스테크놀로지,115610,2018/12,19134656.0,-7203807.0,19286698.0,-7378172.0,19134656.0,-7203807.0,19286698.0,-7402729.0
(주)이미지스테크놀로지,115610,2019/12,11741950.0,-7391122.0,11719710.0,-8016834.0,11741950.0,-7391122.0,11719710.0,-8167228.0
(주)이미지스테크놀로지,115610,2020/12,7484475.0,-4362285.0,,,7484475.0,-4362285.0,,
(주)이미지스테크놀로지,115610,2021/12,8583549.0,882717.0,,,8583549.0,882717.0,,
(주)이미지스테크놀로지,115610,2022/12,10512001.0,1806425.0,,,10512001.0,1806425.0,,
(주)이브이첨단소재,131400,2012/12,34019780.0,1616032.0,35168166.0,1447981.0,34019780.0,1616032.0,35168166.0,1447981.0
(주)이브이첨단소재,131400,2013/12,40743190.0,1844299.0,41608332.0,1547363.0,40743190.0,1844299.0,41608332.0,1547363.0
(주)이브이첨단소재,131400,2014/12,35357165.0,-4658750.0,35329973.0,-5570637.0,35357165.0,-4658750.0,35329973.0,-5570637.0
(주)이브이첨단소재,131400,2015/12,27021672.0,-8548259.0,26078685.0,-9554000.0,27021672.0,-8548259.0,26078685.0,-9554000.0
(주)이브이첨단소재,131400,2016/12,33402849.0,-4858550.0,31661289.0,-5541543.0,33402849.0,-4858550.0,31661289.0,-5541543.0
(주)이브이첨단소재,131400,2017/12,35010650.0,843678.0,33462895.0,1168293.0,35010650.0,843678.0,33462895.0,1168293.0
(주)이브이첨단소재,131400,2018/12,36036434.0,1963962.0,34956704.0,2383821.0,36036434.0,1963962.0,34956704.0,2383821.0
(주)이브이첨단소재,131400,2019/12,46484429.0,-1964592.0,46159137.0,-1380065.0,46484429.0,-1964592.0,46159137.0,-1380065.0
(주)이브이첨단소재,131400,2020/12,53030751.0,-4779159.0,50538771.0,-6665135.0,53030751.0,-4779159.0,50538771.0,-6665135.0
(주)이브이첨단소재,131400,2021/12,54059294.0,-7534535.0,50725512.0,-9292184.0,54059294.0,-7534535.0,50725512.0,-9292184.0
(주)이브이첨단소재,131400,2022/12,78130514.0,-6654802.0,70937785.0,-10696977.0,78130514.0,-6654802.0,70937785.0,-10696977.0
(주)이상네트웍스,80010,2012/12,56309873.0,2160023.0,56841167.0,2296954.0,56309873.0,2160023.0,56841167.0,2426028.0
(주)이상네트웍스,80010,2013/12,58321274.0,2275973.0,58382410.0,2028077.0,58321274.0,2275973.0,58382410.0,1805814.0
(주)이상네트웍스,80010,2014/12,60944619.0,2849267.0,60504804.0,2512563.0,60944619.0,2849267.0,60504804.0,2440429.0
(주)이상네트웍스,80010,2015/12,62455543.0,1824463.0,63032261.0,2781944.0,62455543.0,1824463.0,63032261.0,2650846.0
(주)이상네트웍스,80010,2016/12,66429309.0,4026443.0,73996124.0,5787671.0,66429309.0,4026443.0,73996124.0,6200956.0
(주)이상네트웍스,80010,2017/12,71651242.0,5604004.0,82575309.0,7976604.0,71651242.0,5604004.0,82575309.0,8049175.0
(주)이상네트웍스,80010,2018/12,77207114.0,4242229.0,89951163.0,6837210.0,77207114.0,4242229.0,89951163.0,6356877.0
(주)이상네트웍스,80010,2019/12,80442037.0,546055.0,105703494.0,9021417.0,80442037.0,546055.0,105703494.0,10932725.0
(주)이상네트웍스,80010,2020/12,85864237.0,6500693.0,110631765.0,6215842.0,85864237.0,6500693.0,110631765.0,5992694.0
(주)이상네트웍스,80010,2021/12,86825070.0,2872827.0,117573965.0,6472117.0,86825070.0,2872827.0,117573965.0,7640461.0
(주)이상네트웍스,80010,2022/12,86929975.0,3541304.0,125793434.0,9888895.0,86929975.0,3541304.0,125793434.0,11918948.0
(주)이스타코,15020,2012/12,34124869.0,-4935375.0,33320754.0,-5600946.0,34124869.0,-4935375.0,33320754.0,-5654376.0
(주)이스타코,15020,2013/12,53927420.0,19802551.0,51866823.0,18269366.0,53927420.0,19802551.0,51866823.0,18260011.0
(주)이스타코,15020,2014/12,51191693.0,-2735727.0,48694432.0,-3058375.0,51191693.0,-2735727.0,48694432.0,-3117001.0
(주)이스타코,15020,2015/12,52648024.0,1456331.0,51655123.0,1171750.0,52648024.0,1456331.0,51655123.0,1215599.0
(주)이스타코,15020,2016/12,44515725.0,-8132299.0,42240622.0,-8121738.0,44515725.0,-8132299.0,42240622.0,-9546544.0
(주)이스타코,15020,2017/12,44126846.0,-388879.0,39304934.0,-1863176.0,44126846.0,-388879.0,39304934.0,-2982263.0
(주)이스타코,15020,2018/12,36796424.0,-7330422.0,34402906.0,-4158737.0,36796424.0,-7330422.0,34402906.0,-5224269.0
(주)이스타코,15020,2019/12,48886041.0,10952190.0,,,48886041.0,10952190.0,,
(주)이스타코,15020,2020/12,48828637.0,-57403.0,,,48828637.0,-57403.0,,
(주)이스타코,15020,2021/12,50325878.0,1497240.0,,,50325878.0,1497240.0,,
(주)이스타코,15020,2022/12,45304146.0,-5021732.0,,,45304146.0,-5021732.0,,
(주)이스트소프트,47560,2012/12,41416072.0,-984004.0,28734089.0,-6629354.0,41416072.0,-984004.0,28734089.0,-7825437.0
(주)이스트소프트,47560,2013/12,38320750.0,-3494452.0,25044676.0,-3874649.0,38320750.0,-3494452.0,25044676.0,-4325453.0
(주)이스트소프트,47560,2014/12,42146004.0,170185.0,26786353.0,-1714732.0,42146004.0,170185.0,26786353.0,-2029375.0
(주)이스트소프트,47560,2015/12,44803479.0,-272793.0,28076015.0,-2163377.0,44803479.0,-272793.0,28076015.0,-2148470.0
(주)이스트소프트,47560,2016/12,38927158.0,-5271488.0,31998409.0,-2755078.0,38927158.0,-5271488.0,31998409.0,-2328515.0
(주)이스트소프트,47560,2017/12,38053159.0,-1170368.0,25068728.0,-3383676.0,38053159.0,-1170368.0,25068728.0,-2936874.0
(주)이스트소프트,47560,2018/12,35685503.0,-657459.0,26773124.0,1639953.0,35685503.0,-657459.0,26773124.0,1986017.0
(주)이스트소프트,47560,2019/12,47917270.0,-3326298.0,54492313.0,-11344972.0,47917270.0,-3326298.0,54492313.0,-16092359.0
(주)이스트소프트,47560,2020/12,49231042.0,3791904.0,68374400.0,6128258.0,49231042.0,3791904.0,68374400.0,7141277.0
(주)이스트소프트,47560,2021/12,59191772.0,-5503541.0,89678380.0,4705857.0,59191772.0,-5503541.0,89678380.0,3476892.0
(주)이스트소프트,47560,2022/12,50841578.0,-7467976.0,83518988.0,-6101867.0,50841578.0,-7467976.0,83518988.0,-8224780.0
(주)이아이디,93230,2012/12,31129250.0,-31510757.0,31032570.0,-27257277.0,31129250.0,-31510757.0,31032570.0,-27257277.0
(주)이아이디,93230,2013/12,19453056.0,-15870286.0,,,19453056.0,-15870286.0,,
(주)이아이디,93230,2014/12,16528132.0,-21897222.0,16481147.0,-22260177.0,16528132.0,-21897222.0,16481147.0,-22742387.0
(주)이아이디,93230,2015/12,38058811.0,-2681317.0,37744034.0,-1921090.0,38058811.0,-2681317.0,37744034.0,-2519297.0
(주)이아이디,93230,2016/12,27865626.0,-14308759.0,28336248.0,-13864408.0,27865626.0,-14308759.0,28336248.0,-14084702.0
(주)이아이디,93230,2017/12,68856280.0,959318.0,69080492.0,719199.0,68856280.0,959318.0,69080492.0,709365.0
(주)이아이디,93230,2018/12,73645333.0,-10050104.0,73870885.0,-6702632.0,73645333.0,-10050104.0,73870885.0,-6706484.0
(주)이아이디,93230,2019/12,139294248.0,-916976.0,137932352.0,465759.0,139294248.0,-916976.0,137932352.0,465759.0
(주)이아이디,93230,2020/12,147500980.0,-20190068.0,147212444.0,-21597393.0,147500980.0,-20190068.0,147212444.0,-22444302.0
(주)이아이디,93230,2021/12,268166723.0,14175055.0,257705334.0,4813954.0,268166723.0,14175055.0,257705334.0,5899625.0
(주)이아이디,93230,2022/12,172538724.0,-109306299.0,181786182.0,-99695410.0,172538724.0,-109306299.0,181786182.0,-99474118.0
(주)이엔플러스,74610,2012/12,8156459.0,-4497924.0,7983946.0,-3646535.0,8156459.0,-4497924.0,7983946.0,-3691216.0
(주)이엔플러스,74610,2013/12,6477000.0,-1751094.0,6124311.0,-1253885.0,6477000.0,-1751094.0,6124311.0,-1310082.0
(주)이엔플러스,74610,2014/12,7846706.0,514726.0,7734270.0,757671.0,7846706.0,514726.0,7734270.0,752802.0
(주)이엔플러스,74610,2015/12,8560059.0,622114.0,8443611.0,708432.0,8560059.0,622114.0,8443611.0,685834.0
(주)이엔플러스,74610,2016/12,13986909.0,2156132.0,13844789.0,2068330.0,13986909.0,2156132.0,13844789.0,2070551.0
(주)이엔플러스,74610,2017/12,15403962.0,-9255967.0,13348880.0,-11766149.0,15403962.0,-9255967.0,13348880.0,-11769596.0
(주)이엔플러스,74610,2018/12,40592229.0,-1232766.0,38496868.0,-6745502.0,40592229.0,-1232766.0,38496868.0,-8337195.0
(주)이엔플러스,74610,2019/12,49674418.0,-39106141.0,45840660.0,-34341596.0,49674418.0,-39106141.0,45840660.0,-34347929.0
(주)이엔플러스,74610,2020/12,61090971.0,-12292659.0,55523784.0,-14091244.0,61090971.0,-12292659.0,55523784.0,-14091244.0
(주)이엔플러스,74610,2021/12,73298936.0,-24301654.0,72374343.0,-19549397.0,73298936.0,-24301654.0,72374343.0,-19549397.0
(주)이엔플러스,74610,2022/12,63355960.0,-38636865.0,64786770.0,-36294743.0,63355960.0,-38636865.0,64786770.0,-36257081.0
(주)이엘피,63760,2014/12,11626677.0,1063494.0,,,,,,
(주)이엘피,63760,2015/12,14939681.0,3204266.0,,,,,,
(주)이엘피,63760,2016/12,25991895.0,10774338.0,25968677.0,10749434.0,25991895.0,10774338.0,25968677.0,10749434.0
(주)이엘피,63760,2017/12,53843847.0,16256839.0,53619195.0,16079545.0,53843847.0,16256839.0,53619195.0,16079545.0
(주)이엘피,63760,2018/12,66503910.0,14642103.0,66463684.0,14827685.0,66503910.0,14642103.0,66463684.0,14827685.0
(주)이엘피,63760,2019/12,69908282.0,4105582.0,69850786.0,4073790.0,69908282.0,4105582.0,69850786.0,4073790.0
(주)이엘피,63760,2020/12,68472981.0,2263648.0,68629133.0,2487858.0,68472981.0,2263648.0,68629133.0,2487858.0
(주)이엘피,63760,2021/12,68470319.0,796681.0,67268471.0,-710892.0,68470319.0,796681.0,67268471.0,-710892.0
(주)이엘피,63760,2022/12,66292850.0,-816219.0,64283820.0,-1606350.0,66292850.0,-816219.0,64283820.0,-1606350.0
(주)이엠넷,123570,2012/12,31515924.0,4923716.0,31489884.0,5182072.0,31515924.0,4923716.0,31489884.0,5182072.0
(주)이엠넷,123570,2013/12,31746645.0,2626592.0,31425578.0,2463144.0,31746645.0,2626592.0,31425578.0,2463144.0
(주)이엠넷,123570,2014/12,32970295.0,1338413.0,31936182.0,2198433.0,32970295.0,1338413.0,31936182.0,2198433.0
(주)이엠넷,123570,2015/12,34846664.0,2037917.0,34548502.0,2665803.0,34846664.0,2037917.0,34548502.0,2665803.0
(주)이엠넷,123570,2016/12,37731488.0,882225.0,39007664.0,2244611.0,37731488.0,882225.0,39007664.0,2244611.0
(주)이엠넷,123570,2017/12,41566621.0,2692632.0,43606973.0,3848912.0,41566621.0,2692632.0,43606973.0,3848912.0
(주)이엠넷,123570,2018/12,48580621.0,7159978.0,55068277.0,4247815.0,48580621.0,7159978.0,55068277.0,4500362.0
(주)이엠넷,123570,2019/12,53429502.0,6027278.0,62320647.0,7184734.0,53429502.0,6027278.0,62320647.0,8095508.0
(주)이엠넷,123570,2020/12,57585978.0,6773359.0,67327018.0,7054955.0,57585978.0,6773359.0,67327018.0,7888313.0
(주)이엠넷,123570,2021/12,77168887.0,20440648.0,92467599.0,25777552.0,77168887.0,20440648.0,92467599.0,26329672.0
(주)이엠넷,123570,2022/12,79461920.0,7498510.0,93833024.0,6720238.0,79461920.0,7498510.0,93833024.0,7333560.0
