회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
(주)코이즈,121850,2018/12,19147494,20866257,-1718763,-7407617,-7407617,-7977832,-932,17016870,18220772,-1203903,-8602180,-8602180,-9968582,-932,19147494,20866257,-1718763,5688855,-7407617,-7977832,-932,17016870,18220772,-1203903,7398278,-8602180,-9968582,-932
(주)코이즈,121850,2019/12,35464086,31549640,3914445,-2819177,-2819177,-993725,0,32361376,28077896,4283481,-1212366,-1212365,-782492,0,35464086,31549640,3914445,6733623,-2819177,-993725,0,32361376,28077896,4283481,5495846,-1212365,-782492,0
(주)코이즈,121850,2020/12,36952740,33018813,3933927,-1953530,-1953530,-2667706,0,35007129,30248177,4758952,896651,896651,-1763556,0,36952740,33018813,3933927,5887457,-1953530,-2667706,0,35007129,30248177,4758952,3862301,896651,-1763556,0
(주)코이즈,121850,2021/12,16187126,18466455,-2279329,-9411009,-9411009,-13361589,0,14544325,14998534,-454210,-6842861,-6842861,-11469403,0,16187126,18466455,-2279329,7131680,-9411009,-13361589,0,14544325,14998534,-454210,6388651,-6842861,-11469403,0
(주)코이즈,121850,2022/12,9702666,11250646,-1547980,-7209998,-7209998,-8978718,0,8367520,9458312,-1090791,-5915154,-5915154,-8261681,0,9702666,11250646,-1547980,5662018,-7209998,-8978718,0,8367520,9458312,-1090791,4824362,-5915154,-8261681,0
(주)코퍼스코리아,322780,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)코퍼스코리아,322780,2020/12,21653562,0,21653562,5350054,5350054,3284010,1163268,8221433,0,8221433,4496649,4496649,2892187,771445,21653562,0,21653562,16303508,5350054,3284010,1163268,8221433,0,8221433,3724784,4496649,2892187,771445
(주)코퍼스코리아,322780,2021/12,33859197,0,33859197,10292153,10292153,10707651,2615425,15948551,0,15948551,7764654,7764654,9795253,1703027,33859197,0,33859197,23567044,10292153,10707651,2615425,15948551,0,15948551,8183898,7764654,9795253,1703027
(주)코퍼스코리아,322780,2022/12,29268713,13444776,15823937,9124946,9124946,-656226,775716,10125807,2171625,7954181,4446298,4446298,-2299439,-812736,29268713,13444776,15823937,6698992,9124946,-656226,775716,10125807,2171625,7954181,3507883,4446298,-2299439,-812736
(주)쿠콘,294570,2021/12,61441578,0,61441578,16824626,16824626,8585001,1424168,59175373,0,59175373,16376707,16376707,8294172,1424168,61441578,0,61441578,44616952,16824626,8585001,1424168,59175373,0,59175373,42798665,16376707,8294172,1424168
(주)쿠콘,294570,2022/12,64522542,0,64522542,20023636,20023636,4770588,983962,62694548,0,62694548,19713266,19713266,5795361,888186,64522542,0,64522542,44498906,20023636,4770588,983962,62694548,0,62694548,42981282,19713266,5795361,888186
(주)퀀타매트릭스,317690,2020/12,1689321,1217454,471866,-14831329,-14831329,-14717508,-58872,1706231,1199641,506590,-12976171,-12976171,-12850293,0,1689321,1217454,471866,15303196,-14831329,-14717508,-58872,1706231,1199641,506590,13482761,-12976171,-12850293,0
(주)퀀타매트릭스,317690,2021/12,549773,317905,231868,-18415359,-18415359,-18180246,-64509,391868,285105,106763,-16300946,-16300946,-16021549,0,549773,317905,231868,18647227,-18415359,-18180246,-64509,391868,285105,106763,16407709,-16300946,-16021549,0
(주)퀀타매트릭스,317690,2022/12,1285934,723601,562333,-20017916,-20017916,-19307203,-69974,1219796,782183,437613,-17064211,-17064211,-16305880,0,1285934,723601,562333,20580249,-20017916,-19307203,-69974,1219796,782183,437613,17501824,-17064211,-16305880,0
(주)큐라클,365270,2021/12,,,,,,,,6254953,0,6254953,-6869595,-6869595,-6677789,0,,,,,,,,6254953,0,6254953,13124548,-6869595,-6677789,0
(주)큐라클,365270,2022/12,,,,,,,,3582859,0,3582859,-11982211,-11982211,-11405593,0,,,,,,,,3582859,0,3582859,15565070,-11982211,-11405593,0
(주)큐로컴,040350,2012/12,8382819,7003419,1379399,-3362101,-3362100,-6388076,0,8541652,7003419,1538233,75997,75997,682571,0,8382819,7003419,1379399,4741500,-3362100,-6388076,0,8541652,7003419,1538233,1462236,75997,682571,0
(주)큐로컴,040350,2013/12,22244467,17352906,4891560,-5189353,-5189353,-6301246,0,13142280,10896328,2245952,514090,514090,1448749,0,22244467,17352906,4891560,10080914,-5189353,-6301246,0,13142280,10896328,2245952,1731863,514090,1448749,0
(주)큐로컴,040350,2014/12,21349457,16984397,4365060,-5607727,-5607727,-6236985,0,10903410,9125871,1777539,163797,163797,1421744,0,21349457,16984397,4365060,9972787,-5607727,-6236985,0,10903410,9125871,1777539,1613743,163797,1421744,0
(주)큐로컴,040350,2015/12,22428307,17442783,4985525,-4935632,-4935632,26573175,0,12666448,9900052,2766396,465007,465007,33209933,0,22428307,17442783,4985525,9921157,-4935632,26573175,0,12666448,9900052,2766396,2301390,465007,33209933,0
(주)큐로컴,040350,2016/12,18985337,15868423,3116914,-5109781,-5109781,-22663241,461061,12319856,10507884,1811972,-730771,-730771,-16591057,547350,18985337,15868423,3116914,8226695,-5109781,-22663241,461061,12319856,10507884,1811972,2542743,-730771,-16591057,547350
(주)큐로컴,040350,2017/12,12683664,10369841,2313824,-5227212,-5227212,-26421689,735380,11295570,9437074,1858496,368745,368745,-18212478,735380,12683664,10369841,2313824,7541036,-5227212,-26421689,735380,11295570,9437074,1858496,1489750,368745,-18212478,735380
(주)큐로컴,040350,2018/12,13915367,11150075,2765292,-10516842,-10516842,-29021439,0,10311666,9156158,1155508,-880254,-880254,-24032924,0,13915367,11150075,2765292,13282134,-10516842,-29021439,0,10311666,9156158,1155508,2035762,-880254,-24032924,0
(주)큐로컴,040350,2019/12,15051780,10110060,4941720,-11807598,-11807598,-24695815,0,10211913,8190130,2021783,416650,416650,-18270190,0,15051780,10110060,4941720,16749318,-11807598,-24695815,0,10211913,8190130,2021783,1605133,416650,-18270190,0
(주)큐로컴,040350,2020/12,9815440,7514302,2301138,-6356282,-6356282,-11911252,0,9995855,7513167,2482688,302644,302644,-11709828,0,9815440,7514302,2301138,8657420,-6356282,-11911252,0,9995855,7513167,2482688,2180045,302644,-11709828,0
(주)큐로컴,040350,2021/12,8635342,5920834,2714508,-4543548,-4543548,-16573447,-513722,8640675,5920834,2719841,510114,510114,-14568976,-513704,8635342,5920834,2714508,7258056,-4543548,-16573447,-513722,8640675,5920834,2719841,2209727,510114,-14568976,-513704
(주)큐로컴,040350,2022/12,9781171,7450282,2330889,-6139170,-6139170,-13061221,0,9783462,7450282,2333180,146786,146786,-13702752,0,9781171,7450282,2330889,8470059,-6139170,-13061221,0,9783462,7450282,2333180,2186394,146786,-13702752,0
(주)큐로홀딩스,051780,2012/12,16976025,12078151,4897874,-1401572,-1401572,-8302365,-1721475,12442391,9416266,3026125,487579,487579,-3301401,0,16976025,12078151,4897874,6299446,-1401572,-8302365,-1721475,12442391,9416266,3026125,2538546,487579,-3301401,0
(주)큐로홀딩스,051780,2013/12,15744162,10454901,5289261,356861,356861,-4398140,-936498,11421749,8025219,3396530,154549,154549,-1258881,0,15744162,10454901,5289261,4932400,356861,-4398140,-936498,11421749,8025219,3396530,3241981,154549,-1258881,0
(주)큐로홀딩스,051780,2014/12,13124034,9322569,3801465,-75035,-75035,-4141292,-1117972,10418215,6986430,3431785,679440,679440,465317,0,13124034,9322569,3801465,3876500,-75035,-4141292,-1117972,10418215,6986430,3431785,2752345,679440,465317,0
(주)큐로홀딩스,051780,2015/12,14844731,11005749,3838981,-280213,-280213,1658146,-532464,9090041,5699228,3390813,485565,485565,1860762,784658,14844731,11005749,3838981,4119194,-280213,1658146,-532464,9090041,5699228,3390813,2905248,485565,1860762,784658
(주)큐로홀딩스,051780,2016/12,14592405,22022353,-7429949,-15710045,-15710045,-18877062,-1765433,8187689,6240037,1947651,-2951542,-2951542,-12299459,0,14592405,22022353,-7429949,8280096,-15710045,-18877062,-1765433,8187689,6240037,1947651,4899193,-2951542,-12299459,0
(주)큐로홀딩스,051780,2017/12,15357486,15464869,-107383,-6855751,-6855751,-36696194,2976109,12621098,10019463,2601634,-2275802,-2275802,-30776941,0,15357486,15464869,-107383,6748368,-6855751,-36696194,2976109,12621098,10019463,2601634,4877437,-2275802,-30776941,0
(주)큐로홀딩스,051780,2018/12,25216642,20025570,5191071,-569077,-569077,-6981203,5306234,23127655,18028175,5099481,1197565,1197565,-7491847,0,25216642,20025570,5191071,5760148,-569077,-6981203,5306234,23127655,18028175,5099481,3901915,1197565,-7491847,0
(주)큐로홀딩스,051780,2019/12,25752114,18934234,6817880,782259,782259,-5315623,3808411,22842965,17295025,5547940,1662395,1662395,-5642791,0,25752114,18934234,6817880,6035620,782259,-5315623,3808411,22842965,17295025,5547940,3885545,1662395,-5642791,0
(주)큐로홀딩스,051780,2020/12,34148501,24620817,9527684,248031,248031,-10662748,903838,30903690,22934667,7969022,2333464,2333464,-12256080,0,34148501,24620817,9527684,9279653,248031,-10662748,903838,30903690,22934667,7969022,5635558,2333464,-12256080,0
(주)큐로홀딩스,051780,2021/12,61004238,42265495,18738743,2014982,2014982,-1796283,580228,53596904,39822031,13774873,5778353,5778353,3048901,330549,61004238,42265495,18738743,16723761,2014982,-1796283,580228,53596904,39822031,13774873,7996520,5778353,3048901,330549
(주)큐로홀딩스,051780,2022/12,67536187,47568946,19967241,1485541,1485541,-3825730,1067277,59437443,46015217,13422226,4069669,4069669,-3169200,1060353,67536187,47568946,19967241,18481700,1485541,-3825730,1067277,59437443,46015217,13422226,9352557,4069669,-3169200,1060353
(주)큐리언트,115180,2016/12,,,,,,,,0,0,0,-11076581,-11076581,-10535977,0,,,,,,,,0,0,0,11076581,-11076581,-10535977,0
(주)큐리언트,115180,2017/12,,,,,,,,0,0,0,-12723839,-12723839,-12183049,13151,,,,,,,,0,0,0,12723839,-12723839,-12183049,13151
(주)큐리언트,115180,2018/12,,,,,,,,0,0,0,-16687561,-16687561,-16428288,-13151,,,,,,,,0,0,0,16687561,-16687561,-16428288,-13151
(주)큐리언트,115180,2019/12,,,,,,,,0,0,0,-23169936,-23169936,-22697844,0,,,,,,,,0,0,0,23169936,-23169936,-22697844,0
(주)큐리언트,115180,2020/12,0,0,0,-21024930,-21024930,-20773088,0,128168,0,128168,-20043887,-20043887,-19796035,0,0,0,0,21024930,-21024930,-20773088,0,128168,0,128168,20172055,-20043887,-19796035,0
(주)큐리언트,115180,2021/12,4885914,4000697,885217,-24242894,-24242894,-23883866,-203046,4633137,3714135,919002,-21521885,-21521885,-21159074,-200731,4885914,4000697,885217,25128110,-24242894,-23883866,-203046,4633137,3714135,919002,22440886,-21521885,-21159074,-200731
(주)큐리언트,115180,2022/12,8468553,6686986,1781567,-27474716,-27474716,-27118205,-102,12182846,10118840,2064006,-23017815,-23017815,-22683447,0,8468553,6686986,1781567,29256283,-27474716,-27118205,-102,12182846,10118840,2064006,25081821,-23017815,-22683447,0
(주)큐에스아이,066310,2012/12,26704126,20837099,5867028,2603027,2603027,2411173,387368,26704126,20814254,5889873,2739820,2739820,2485288,351034,26704126,20837099,5867028,3264001,2603027,2411173,387368,26704126,20814254,5889873,3150053,2739820,2485288,351034
(주)큐에스아이,066310,2013/12,25635539,17935440,7700099,3711718,3711718,4195942,475382,25635539,18778406,6857133,3499080,3499080,4402735,475382,25635539,17935440,7700099,3988381,3711718,4195942,475382,25635539,18778406,6857133,3358053,3499080,4402735,475382
(주)큐에스아이,066310,2014/12,24217429,16090105,8127324,3480038,3480038,3778513,592904,24217429,17195583,7021846,3110895,3110895,3869209,592904,24217429,16090105,8127324,4647286,3480038,3778513,592904,24217429,17195583,7021846,3910951,3110895,3869209,592904
(주)큐에스아이,066310,2015/12,25495219,18979980,6515238,1402431,1402431,1594293,209290,25495219,18915411,6579807,2412464,2412464,2556179,209290,25495219,18979980,6515238,5112808,1402431,1594293,209290,25495219,18915411,6579807,4167343,2412464,2556179,209290
(주)큐에스아이,066310,2016/12,22020600,16339505,5681095,894188,894188,1601229,182534,22020600,17481018,4539582,731924,731924,1395811,182534,22020600,16339505,5681095,4786907,894188,1601229,182534,22020600,17481018,4539582,3807658,731924,1395811,182534
(주)큐에스아이,066310,2017/12,22628424,16971165,5657260,1067005,1067005,685792,-65658,22628380,17687067,4941313,1438452,1438452,1064399,-65658,22628424,16971165,5657260,4590255,1067005,685792,-65658,22628380,17687067,4941313,3502861,1438452,1064399,-65658
(주)큐에스아이,066310,2018/12,18823761,15285439,3538322,-1053320,-1053320,-701657,-348272,18823761,15653177,3170585,-357241,-357241,-2658294,-348272,18823761,15285439,3538322,4591643,-1053320,-701657,-348272,18823761,15653177,3170585,3527826,-357241,-2658294,-348272
(주)큐에스아이,066310,2019/12,22679509,17165522,5513987,416541,416541,901459,-202715,22679509,18779330,3900179,160199,160199,751487,-202715,22679509,17165522,5513987,5097446,416541,901459,-202715,22679509,18779330,3900179,3739980,160199,751487,-202715
(주)큐에스아이,066310,2020/12,23003430,16645039,6358391,430912,430912,-963785,-1099621,23003430,18264595,4738835,1033193,1033193,1539040,-1099621,23003430,16645039,6358391,5927479,430912,-963785,-1099621,23003430,18264595,4738835,3705642,1033193,1539040,-1099621
(주)큐에스아이,066310,2021/12,29379599,21419151,7960448,2705150,2705150,2590219,1031607,29366563,21971305,7395257,2985906,2985906,2871423,986943,29379599,21419151,7960448,5255298,2705150,2590219,1031607,29366563,21971305,7395257,4409351,2985906,2871423,986943
(주)큐에스아이,066310,2022/12,22699452,15520421,7179030,1845151,1845151,8606712,1598339,22686020,16731555,5954465,1446048,1446048,8020728,1423650,22699452,15520421,7179030,5333880,1845151,8606712,1598339,22686020,16731555,5954465,4508417,1446048,8020728,1423650
(주)크린앤사이언스,045520,2012/12,47068217,37138716,9929501,1739733,1739733,1164081,-90257,46929232,37158548,9770684,1880208,1880208,942461,-90257,47068217,37138716,9929501,8189768,1739733,1164081,-90257,46929232,37158548,9770684,7890475,1880208,942461,-90257
(주)크린앤사이언스,045520,2013/12,54208174,43694749,10513425,1975328,1975328,1470079,137278,53948570,43713001,10235569,1994068,1994068,1509309,137278,54208174,43694749,10513425,8538097,1975328,1470079,137278,53948570,43713001,10235569,8241501,1994068,1509309,137278
(주)크린앤사이언스,045520,2014/12,56226928,44724786,11502142,2709628,2709628,2278628,97767,55630258,44708385,10921874,2805953,2805953,2014868,97767,56226928,44724786,11502142,8792514,2709628,2278628,97767,55630258,44708385,10921874,8115921,2805953,2014868,97767
(주)크린앤사이언스,045520,2015/12,59520256,46355200,13165055,4226416,4226416,4375965,799111,58855232,46200653,12654579,4255261,4255261,4402941,799111,59520256,46355200,13165055,8938640,4226416,4375965,799111,58855232,46200653,12654579,8399318,4255261,4402941,799111
(주)크린앤사이언스,045520,2016/12,59971176,46441247,13529929,4354522,4354522,4619252,1026425,59675152,46446845,13228308,4556903,4556903,4624255,1026425,59971176,46441247,13529929,9175406,4354522,4619252,1026425,59675152,46446845,13228308,8671405,4556903,4624255,1026425
(주)크린앤사이언스,045520,2017/12,77107947,60181545,16926402,6293672,6293672,5522247,809500,76754464,60201221,16553243,6458242,6458242,5609074,809500,77107947,60181545,16926402,10632730,6293672,5522247,809500,76754464,60201221,16553243,10095002,6458242,5609074,809500
(주)크린앤사이언스,045520,2018/12,95238575,76078731,19159844,8116682,8116682,8065583,1213218,94801718,76136762,18664956,7743499,7743499,8068852,1213218,95238575,76078731,19159844,11043161,8116682,8065583,1213218,94801718,76136762,18664956,10921457,7743499,8068852,1213218
(주)크린앤사이언스,045520,2019/12,118318802,94635290,23683513,10881745,10881745,9660493,1543375,117760212,94660311,23099901,10782951,10782951,9550788,1543375,118318802,94635290,23683513,12801768,10881745,9660493,1543375,117760212,94660311,23099901,12316950,10782951,9550788,1543375
(주)크린앤사이언스,045520,2020/12,150489394,116617808,33871586,18908382,18908382,13332689,-48156,149965653,116580538,33385114,19033532,19033532,13503803,-48156,150489394,116617808,33871586,14963204,18908382,13332689,-48156,149965653,116580538,33385114,14351582,19033532,13503803,-48156
(주)크린앤사이언스,045520,2021/12,121656086,107511028,14145059,-2686239,-2686239,-8533159,-1280103,121211771,108351728,12860043,-2853559,-2853559,-8818812,-1280103,121656086,107511028,14145059,16831298,-2686239,-8533159,-1280103,121211771,108351728,12860043,15713602,-2853559,-8818812,-1280103
(주)크린앤사이언스,045520,2022/12,86034564,80884737,5149828,-10900238,-10900238,-18484522,-2183147,83018257,79979287,3038970,-10890924,-10890924,-18099318,-2183147,86034564,80884737,5149828,16050066,-10900238,-18484522,-2183147,83018257,79979287,3038970,13929894,-10890924,-18099318,-2183147
(주)클라우드에어,036170,2012/12,65804705,58826364,6978341,1273520,1273520,5701016,-991538,63933030,57027269,6905760,1465397,1465397,6100547,-991538,65804705,58826364,6978341,5704822,1273520,5701016,-991538,63933030,57027269,6905760,5440364,1465397,6100547,-991538
(주)클라우드에어,036170,2013/12,75783205,66882779,8900427,2618938,2618938,-1078833,-850345,75788423,66864092,8924331,2905339,2905339,-1054616,-853431,75783205,66882779,8900427,6281489,2618938,-1078833,-850345,75788423,66864092,8924331,6018992,2905339,-1054616,-853431
(주)클라우드에어,036170,2014/12,73979284,70003204,3976080,-1499847,-1499847,622643,335945,73979284,69957803,4021480,-933707,-933707,-224050,182149,73979284,70003204,3976080,5475927,-1499847,622643,335945,73979284,69957803,4021480,4955187,-933707,-224050,182149
(주)클라우드에어,036170,2015/12,20574075,17035362,3538713,1412148,1412148,-679293,179584,20574075,17035362,3538713,1860377,1860377,-890404,165844,20574075,17035362,3538713,2126565,1412148,-679293,179584,20574075,17035362,3538713,1678336,1860377,-890404,165844
(주)클라우드에어,036170,2016/12,17665255,12523403,5141852,1097104,1097104,838467,235404,16757319,11994270,4763049,2593358,2593358,2736376,240398,17665255,12523403,5141852,4044747,1097104,838467,235404,16757319,11994270,4763049,2169690,2593358,2736376,240398
(주)클라우드에어,036170,2017/12,16593462,11761122,4832339,1480650,1480650,-1592782,-737031,15570249,10978208,4592041,2881709,2881709,-180370,-764988,16593462,11761122,4832339,3351689,1480650,-1592782,-737031,15570249,10978208,4592041,1710332,2881709,-180370,-764988
(주)클라우드에어,036170,2018/12,14413626,11424745,2988881,717303,717303,-3633490,-1295857,14190606,10850673,3339933,1307041,1307041,-3868633,-1295857,14413626,11424745,2988881,2271577,717303,-3633490,-1295857,14190606,10850673,3339933,2032890,1307041,-3868633,-1295857
(주)클라우드에어,036170,2019/12,13489259,10619268,2869990,-9527,-9527,-8962250,4811384,13489259,10619268,2869990,-970,-970,-10471946,4811384,13489259,10619268,2869990,2879517,-9527,-8962250,4811384,13489259,10619268,2869990,2870960,-970,-10471946,4811384
(주)클라우드에어,036170,2020/12,13574214,11061395,2512819,-992057,-992057,-11564598,0,13440967,11061395,2379572,-496959,-496959,-11582694,0,13574214,11061395,2512819,3504875,-992057,-11564598,0,13440967,11061395,2379572,2876531,-496959,-11582694,0
(주)클라우드에어,036170,2021/12,15858694,11786171,4072523,1314348,1314348,1518324,0,15173822,11786171,3387651,907939,907939,1892044,0,15858694,11786171,4072523,2758175,1314348,1518324,0,15173822,11786171,3387651,2479712,907939,1892044,0
(주)클라우드에어,036170,2022/12,13418819,10792586,2626233,-1074634,-1074634,4113201,-64860,13418819,10792586,2626233,273172,273172,2647706,-64860,13418819,10792586,2626233,3700867,-1074634,4113201,-64860,13418819,10792586,2626233,2353061,273172,2647706,-64860
(주)클래시스,214150,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)클래시스,214150,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)클래시스,214150,2017/12,34868166,10699567,24168599,10802378,10802378,-3143556,1984668,34629233,10739812,23889421,10786229,10786229,-3159789,1984272,34868166,10699567,24168599,13366222,10802378,-3143556,1984668,34629233,10739812,23889421,13103192,10786229,-3159789,1984272
(주)클래시스,214150,2018/12,47481790,12734178,34747613,17476490,17476490,17786240,2923735,46944935,12602736,34342199,17468589,17468589,17781456,2915263,47481790,12734178,34747613,17271122,17476490,17786240,2923735,46944935,12602736,34342199,16873609,17468589,17781456,2915263
(주)클래시스,214150,2019/12,81133257,17228105,63905152,41709475,41709475,41734500,8340563,80095778,17128456,62967322,41619213,41619213,41645245,8321935,81133257,17228105,63905152,22195676,41709475,41734500,8340563,80095778,17128456,62967322,21348109,41619213,41645245,8321935
(주)클래시스,214150,2020/12,76460932,15501675,60959256,40608569,40608569,39293368,1128544,75857104,15482373,60374731,40464839,40464839,39148641,1098455,76460932,15501675,60959256,20350687,40608569,39293368,1128544,75857104,15482373,60374731,19909892,40464839,39148641,1098455
(주)클래시스,214150,2021/12,100596936,22744272,77852664,51712720,51712720,55624589,11819912,100343763,22709952,77633811,51708415,51708415,55619104,11818509,100596936,22744272,77852664,26139943,51712720,55624589,11819912,100343763,22709952,77633811,25925396,51708415,55619104,11818509
(주)클래시스,214150,2022/12,141803242,33636219,108167024,68876207,68876207,96758437,21379789,141442784,33601030,107841754,68830026,68830026,96710986,21370126,141803242,33636219,108167024,39290816,68876207,96758437,21379789,141442784,33601030,107841754,39011728,68830026,96710986,21370126
(주)클리노믹스,352770,2020/12,9820007,8029677,1790330,-12258810,-12258810,-13145657,944,8118776,7470717,648060,-11101070,-11101070,-12107026,0,9820007,8029677,1790330,14049139,-12258810,-13145657,944,8118776,7470717,648060,11749129,-11101070,-12107026,0
(주)클리노믹스,352770,2021/12,55426004,18012725,37413278,22924006,22924006,24819212,8966338,9045599,5375604,3669995,-6923665,-6923665,-4580696,0,55426004,18012725,37413278,14489273,22924006,24819212,8966338,9045599,5375604,3669995,10593660,-6923665,-4580696,0
(주)클리노믹스,352770,2022/12,23083152,14845286,8237866,-10783595,-10783595,-10121964,112453,5382066,5325315,56751,-11230144,-11230144,-10675485,0,23083152,14845286,8237866,19021461,-10783595,-10121964,112453,5382066,5325315,56751,11286895,-11230144,-10675485,0
(주)타이거일렉,219130,2015/12,26923156,21717618,5205538,3020619,3020619,2945643,651889,26115950,21057973,5057978,3132141,3132141,3159069,707577,26923156,21717618,5205538,2184920,3020619,2945643,651889,26115950,21057973,5057978,1925837,3132141,3159069,707577
(주)타이거일렉,219130,2016/12,,,,,,,,28000475,24258761,3741714,1139125,1139125,1382341,477463,,,,,,,,28000475,24258761,3741714,2602589,1139125,1382341,477463
(주)타이거일렉,219130,2017/12,,,,,,,,33444169,26099350,7344819,4686833,4686833,4525989,757338,,,,,,,,33444169,26099350,7344819,2657985,4686833,4525989,757338
(주)타이거일렉,219130,2018/12,,,,,,,,33746373,28471062,5275310,2360780,2360780,2656631,484819,,,,,,,,33746373,28471062,5275310,2914530,2360780,2656631,484819
(주)타이거일렉,219130,2019/12,,,,,,,,35062583,30802101,4260482,1460861,1460861,1665005,52135,,,,,,,,35062583,30802101,4260482,2799621,1460861,1665005,52135
(주)타이거일렉,219130,2020/12,,,,,,,,43551647,34858115,8693532,5851407,5851407,5252644,827775,,,,,,,,43551647,34858115,8693532,2842125,5851407,5252644,827775
(주)타이거일렉,219130,2021/12,,,,,,,,50317509,45129086,5188423,2303795,2303795,3871601,716884,,,,,,,,50317509,45129086,5188423,2884628,2303795,3871601,716884
(주)타이거일렉,219130,2022/12,,,,,,,,58072251,52068448,6003803,3114183,3114183,4390893,800671,,,,,,,,58072251,52068448,6003803,2889619,3114183,4390893,800671
(주)탑머티리얼,360070,2022/12,,,,,,,,63019955,44993417,18026538,11772052,11772052,12222397,1666684,,,,,,,,63019955,44993417,18026538,6254486,11772052,12222397,1666684
(주)탑코미디어,134580,2013/12,70893414,48891861,22001552,5262563,5262563,5429543,516115,70893414,48891861,22001552,5226258,5226258,5336602,495557,70893414,48891861,22001552,16738990,5262563,5429543,516115,70893414,48891861,22001552,16775295,5226258,5336602,495557
(주)탑코미디어,134580,2014/12,92581017,69309325,23271692,4343388,4343388,4062522,155330,92578489,69309325,23269165,4187991,4187991,3907124,114544,92581017,69309325,23271692,18928304,4343388,4062522,155330,92578489,69309325,23269165,19081174,4187991,3907124,114544
(주)탑코미디어,134580,2015/12,107808603,81815113,25993490,4612356,4612356,6098885,695955,107808603,81815113,25993490,4590634,4590634,6077163,683333,107808603,81815113,25993490,21381134,4612356,6098885,695955,107808603,81815113,25993490,21402856,4590634,6077163,683333
(주)탑코미디어,134580,2016/12,77354544,62511125,14843419,-7275618,-7275618,-7804737,-1125379,77287004,62511125,14775878,-6390126,-6390126,-6917403,-1041135,77354544,62511125,14843419,22119036,-7275618,-7804737,-1125379,77287004,62511125,14775878,21166005,-6390126,-6917403,-1041135
(주)탑코미디어,134580,2017/12,47048592,39326457,7722135,-10845023,-10845023,-10339841,-8267,47048592,39326457,7722135,-10649888,-10649888,-10568981,-20349,47048592,39326457,7722135,18567158,-10845023,-10339841,-8267,47048592,39326457,7722135,18372023,-10649888,-10568981,-20349
(주)탑코미디어,134580,2018/12,44502968,34794352,9708616,1542572,1542572,2288687,823291,44502968,34794352,9708616,1802593,1802593,1870700,823921,44502968,34794352,9708616,8166044,1542572,2288687,823291,44502968,34794352,9708616,7906023,1802593,1870700,823921
(주)탑코미디어,134580,2019/12,,,,,,,,32429047,26027018,6402030,-4476578,-4476578,-3841579,11092,,,,,,,,32429047,26027018,6402030,10878607,-4476578,-3841579,11092
(주)탑코미디어,134580,2020/12,,,,,,,,19966274,14559757,5406517,-3473429,-3473429,-4260168,0,,,,,,,,19966274,14559757,5406517,8879947,-3473429,-4260168,0
(주)탑코미디어,134580,2021/12,,,,,,,,22256958,17645313,4611646,-4826956,-4826956,-3900124,0,,,,,,,,22256958,17645313,4611646,9438602,-4826956,-3900124,0
(주)탑코미디어,134580,2022/12,22615183,9114030,13501153,341103,341103,-2929352,0,22153720,9114030,13039690,2904271,2904271,-2328580,0,22615183,9114030,13501153,13160050,341103,-2929352,0,22153720,9114030,13039690,10135419,2904271,-2328580,0
(주)태성,323280,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태성,323280,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태성,323280,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태성,323280,2022/12,61247953,50560185,10687769,2313547,2313547,510837,968216,60944730,50514449,10430281,2228275,2228275,491696,946324,61247953,50560185,10687769,8374222,2313547,510837,968216,60944730,50514449,10430281,8202006,2228275,491696,946324
