회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
(주)유비쿼스홀딩스,078070,2018/12,2898731,-1717042,-926677
(주)유비쿼스홀딩스,078070,2019/12,2731423,-2622295,-2793479
(주)유비쿼스홀딩스,078070,2020/12,1722043,3276211,-1209351
(주)유비쿼스홀딩스,078070,2021/12,3155636,-1897204,-2137624
(주)유비쿼스홀딩스,078070,2022/12,3348323,12052496,-4192657
(주)유아이디,069330,2012/12,10967583,-16526865,6019222
(주)유아이디,069330,2013/12,23057988,-11171146,-8662818
(주)유아이디,069330,2014/12,3943043,-10753367,4651977
(주)유아이디,069330,2015/12,3045116,-5448881,1136847
(주)유아이디,069330,2016/12,2438857,666349,-3217900
(주)유아이디,069330,2017/12,-1762702,-679878,2458400
(주)유아이디,069330,2018/12,-2256970,8797836,-6740000
(주)유아이디,069330,2019/12,-4062485,3274252,1214385
(주)유아이디,069330,2020/12,650743,-3453697,3085590
(주)유아이디,069330,2021/12,5401617,1930750,-6904270
(주)유아이디,069330,2022/12,5400131,-617733,-2165030
(주)유일로보틱스,388720,2022/12,-2688196,-14277160,16929060
(주)유투바이오,221800,2015/12,,,
(주)유투바이오,221800,2016/12,-179437,-194622,1200000
(주)유투바이오,221800,2017/12,-1688634,-559380,1050000
(주)유투바이오,221800,2018/12,470876,-389175,700000
(주)유투바이오,221800,2019/12,-767351,-2233524,4509326
(주)유투바이오,221800,2020/12,1374124,1063809,-273706
(주)유투바이오,221800,2021/12,12751198,-503052,-265107
(주)유투바이오,221800,2022/12,24405910,-36686482,-2771337
(주)유티아이,179900,2017/12,7882630,-10273186,4622024
(주)유티아이,179900,2018/12,10317686,-9765355,-6954373
(주)유티아이,179900,2019/12,13639526,-9609834,-1204968
(주)유티아이,179900,2020/12,-7389076,3882407,5917419
(주)유티아이,179900,2021/12,3148501,-1749176,1389056
(주)유티아이,179900,2022/12,-2646342,-23981308,26514339
(주)유틸렉스,263050,2018/12,-10204646,-8749998,37344693
(주)유틸렉스,263050,2019/12,-13438790,-18100426,4550801
(주)유틸렉스,263050,2020/12,-17682706,-12415900,52148125
(주)유틸렉스,263050,2021/12,-25485452,-14511544,25859880
(주)유틸렉스,263050,2022/12,-23398616,14938144,24110692
(주)육일씨엔에쓰,191410,2015/12,5031432,-10936218,994882
(주)육일씨엔에쓰,191410,2016/12,-1705553,-7384074,4994123
(주)육일씨엔에쓰,191410,2017/12,604755,-9862960,6978292
(주)육일씨엔에쓰,191410,2018/12,-14980570,3543461,11360266
(주)육일씨엔에쓰,191410,2019/12,-2504453,-602074,1306100
(주)육일씨엔에쓰,191410,2020/12,-3337486,4112874,-674426
(주)육일씨엔에쓰,191410,2021/12,-16995740,58052673,-11796806
(주)육일씨엔에쓰,191410,2022/12,-9278012,-15369565,-4775766
(주)윤성에프앤씨,372170,2022/12,-7796672,-19333225,76039993
(주)율호,072770,2012/12,3543947,482095,-3182856
(주)율호,072770,2013/12,2720907,-1595441,868071
(주)율호,072770,2014/12,385975,-797200,-490060
(주)율호,072770,2015/12,288339,1585270,-883485
(주)율호,072770,2016/12,-7214168,-7415364,22864258
(주)율호,072770,2017/12,-3376783,2545372,-2577450
(주)율호,072770,2018/12,74699,-4099454,3137618
(주)율호,072770,2019/12,-365344,-4341572,-205146
(주)율호,072770,2020/12,8900619,-5963798,7073097
(주)율호,072770,2021/12,6009615,-14023282,14826726
(주)율호,072770,2022/12,-6853818,-21546626,16068843
(주)이글루코퍼레이션,067920,2012/12,3267715,-13568220,11585042
(주)이글루코퍼레이션,067920,2013/12,-614741,835294,-530805
(주)이글루코퍼레이션,067920,2014/12,-1698473,7423830,-6562823
(주)이글루코퍼레이션,067920,2015/12,5076910,300764,-295500
(주)이글루코퍼레이션,067920,2016/12,3480585,-2320581,-1124391
(주)이글루코퍼레이션,067920,2017/12,7552488,-7737400,672634
(주)이글루코퍼레이션,067920,2018/12,2600948,-3401507,-1757599
(주)이글루코퍼레이션,067920,2019/12,8998980,-2181750,-2791125
(주)이글루코퍼레이션,067920,2020/12,3617644,-1405957,-3908745
(주)이글루코퍼레이션,067920,2021/12,12314649,-12598724,11738385
(주)이글루코퍼레이션,067920,2022/12,10430214,-620742,-7366645
(주)이글벳,044960,2012/12,106385,-1137916,959880
(주)이글벳,044960,2013/12,236102,-4309829,5609446
(주)이글벳,044960,2014/12,1463217,-13859042,13178096
(주)이글벳,044960,2015/12,-954717,-2927375,1620673
(주)이글벳,044960,2016/12,2562033,-2111840,-443914
(주)이글벳,044960,2017/12,281456,-846714,680285
(주)이글벳,044960,2018/12,1794789,1131771,-3233153
(주)이글벳,044960,2019/12,2677788,-240052,-1210786
(주)이글벳,044960,2020/12,5898262,-876002,-1402847
(주)이글벳,044960,2021/12,6133339,-7279622,-1843565
(주)이글벳,044960,2022/12,-317895,196457,-476487
(주)이노룰스,296640,2022/12,2963867,-19514504,14600197
(주)이노메트리,302430,2018/12,1892965,-10256105,38838585
(주)이노메트리,302430,2019/12,-4685793,-20902483,-4938283
(주)이노메트리,302430,2020/12,5100578,6495089,-1995295
(주)이노메트리,302430,2021/12,-3865199,-9283406,2466838
(주)이노메트리,302430,2022/12,3388870,6874235,-1079574
(주)이노와이어리스,073490,2012/12,10933388,-4337403,-1080450
(주)이노와이어리스,073490,2013/12,5806967,-3578988,-900375
(주)이노와이어리스,073490,2014/12,5570280,-17444412,5000000
(주)이노와이어리스,073490,2015/12,4198619,-1744088,-5000000
(주)이노와이어리스,073490,2016/12,-2550698,-3618993,5000000
(주)이노와이어리스,073490,2017/12,271821,-4542614,0
(주)이노와이어리스,073490,2018/12,4040374,-3933791,8000000
(주)이노와이어리스,073490,2019/12,19265599,-10126375,-85952
(주)이노와이어리스,073490,2020/12,11813348,-8284366,-1595320
(주)이노와이어리스,073490,2021/12,13950666,-7454772,-1763747
(주)이노와이어리스,073490,2022/12,23000375,-24439590,-1796593
(주)이노인스트루먼트,215790,2015/12,,,
(주)이노인스트루먼트,215790,2016/12,,,
(주)이노인스트루먼트,215790,2017/12,-246926,1157975,26649
(주)이노인스트루먼트,215790,2018/12,-4456369,-23638134,32878875
(주)이노인스트루먼트,215790,2019/12,4298029,-3481805,-2959872
(주)이노인스트루먼트,215790,2020/12,3227590,706100,-444419
(주)이노인스트루먼트,215790,2021/12,-587013,-329196,-922726
(주)이노인스트루먼트,215790,2022/12,5021546,-1816896,-351838
(주)이노테라피,246960,2019/12,-2750593,-2123487,9635239
(주)이노테라피,246960,2020/12,-2397972,-4286608,1848248
(주)이노테라피,246960,2021/12,-3439546,-15319060,18939853
(주)이노테라피,246960,2022/12,-3398897,4714375,-90473
(주)이랜시스,264850,2017/12,,,
(주)이랜시스,264850,2018/12,,,
(주)이랜시스,264850,2019/12,90368,-3764085,4463416
(주)이랜시스,264850,2020/12,1929729,1107742,-1224685
(주)이랜시스,264850,2021/12,3839634,-2734571,-1195379
(주)이랜시스,264850,2022/12,3715970,-2417635,-1591781
(주)이루다,164060,2020/12,2398963,-10274823,17060353
(주)이루다,164060,2021/12,1907976,-21267269,18408661
(주)이루다,164060,2022/12,837410,2070638,-6759243
(주)이루온,065440,2012/12,3850343,-14073802,9557540
(주)이루온,065440,2013/12,4619863,-3759101,-1148914
(주)이루온,065440,2014/12,-2620867,-1157794,3979149
(주)이루온,065440,2015/12,-391131,1343322,-1175211
(주)이루온,065440,2016/12,-1082621,-3970038,7773972
(주)이루온,065440,2017/12,663327,-2390796,-1087537
(주)이루온,065440,2018/12,-2210302,-7386878,11207649
(주)이루온,065440,2019/12,1730130,2011261,-630698
(주)이루온,065440,2020/12,6585660,-3634698,554400
(주)이루온,065440,2021/12,4887166,-2040891,-3309603
(주)이루온,065440,2022/12,2002219,-3057286,-1449466
(주)이미지스테크놀로지,115610,2012/12,-1932729,4888748,-1959700
(주)이미지스테크놀로지,115610,2013/12,-1959183,5365003,-726476
(주)이미지스테크놀로지,115610,2014/12,5433527,-1224988,-286219
(주)이미지스테크놀로지,115610,2015/12,814388,-3057358,-125198
(주)이미지스테크놀로지,115610,2016/12,5090585,-3032964,0
(주)이미지스테크놀로지,115610,2017/12,-1493823,-262759,0
(주)이미지스테크놀로지,115610,2018/12,-2216796,-2748781,0
(주)이미지스테크놀로지,115610,2019/12,-582513,1317148,-144517
(주)이미지스테크놀로지,115610,2020/12,-3970164,5191226,-136347
(주)이미지스테크놀로지,115610,2021/12,973602,-796076,-135073
(주)이미지스테크놀로지,115610,2022/12,1901010,-338747,880650
(주)이브이첨단소재,131400,2012/12,576851,-5568276,11353437
(주)이브이첨단소재,131400,2013/12,2164940,-2159876,-659666
(주)이브이첨단소재,131400,2014/12,1165886,-3593613,-5943609
(주)이브이첨단소재,131400,2015/12,-3924909,-1862011,5549751
(주)이브이첨단소재,131400,2016/12,-4911840,-6908876,12988256
(주)이브이첨단소재,131400,2017/12,11184727,90208,-6341245
(주)이브이첨단소재,131400,2018/12,7917545,-4339450,-528979
(주)이브이첨단소재,131400,2019/12,3936510,-20637016,12670225
(주)이브이첨단소재,131400,2020/12,-4334915,-6565982,32547991
(주)이브이첨단소재,131400,2021/12,-4747737,-39897550,27911231
(주)이브이첨단소재,131400,2022/12,1448822,-10243866,4218112
(주)이상네트웍스,080010,2012/12,5294128,-12299301,-3016730
(주)이상네트웍스,080010,2013/12,1178364,1852987,1686389
(주)이상네트웍스,080010,2014/12,-1473366,-575544,-825515
(주)이상네트웍스,080010,2015/12,7314526,-3751868,-404370
(주)이상네트웍스,080010,2016/12,5314725,348270,-1135994
(주)이상네트웍스,080010,2017/12,6930238,-6215319,484739
(주)이상네트웍스,080010,2018/12,1595364,-43523857,34658384
(주)이상네트웍스,080010,2019/12,1146764,17218520,-3649649
(주)이상네트웍스,080010,2020/12,1002217,8194270,-15968666
(주)이상네트웍스,080010,2021/12,6092434,-1328172,-6644331
(주)이상네트웍스,080010,2022/12,4177759,-2180549,-2762167
(주)이스타코,015020,2012/12,-3185075,-3524522,6439293
(주)이스타코,015020,2013/12,47803427,-11498743,-15865555
(주)이스타코,015020,2014/12,-15968551,-2077012,-2389311
(주)이스타코,015020,2015/12,-54324682,12664131,41831868
(주)이스타코,015020,2016/12,2887305,-4999261,2647841
(주)이스타코,015020,2017/12,26165109,1665701,-24207528
(주)이스타코,015020,2018/12,-2223408,-1978637,-99908
(주)이스타코,015020,2019/12,16742148,5363965,-13283043
(주)이스타코,015020,2020/12,-1866916,-1053611,-5629544
(주)이스타코,015020,2021/12,-9957042,-2168872,9422004
(주)이스타코,015020,2022/12,-1115402,-1656784,2672406
(주)이스트소프트,047560,2012/12,3547005,-14403230,5209668
(주)이스트소프트,047560,2013/12,349168,801773,-266667
(주)이스트소프트,047560,2014/12,-203868,1679213,308123
(주)이스트소프트,047560,2015/12,-2698123,3060737,-2755159
(주)이스트소프트,047560,2016/12,2237876,-4644369,11988147
(주)이스트소프트,047560,2017/12,3782336,-8086268,-3503298
(주)이스트소프트,047560,2018/12,1503644,-2229985,1716796
(주)이스트소프트,047560,2019/12,3476197,-2764742,2865077
(주)이스트소프트,047560,2020/12,2700344,3742389,-4253487
(주)이스트소프트,047560,2021/12,256598,-6428859,-188072
(주)이스트소프트,047560,2022/12,507366,-3094249,2717119
(주)이씨에스텔레콤,067010,2012/03,2592446,-3517271,116038
(주)이씨에스텔레콤,067010,2013/03,2734052,-2138764,3110333
(주)이씨에스텔레콤,067010,2014/03,5801285,-2953855,-941986
(주)이씨에스텔레콤,067010,2015/03,1537942,172456,-2255343
(주)이씨에스텔레콤,067010,2016/03,4205426,-6819564,-417439
(주)이씨에스텔레콤,067010,2017/03,12890301,-1215791,-2882618
(주)이씨에스텔레콤,067010,2018/03,-2142887,-2018662,-540176
(주)이씨에스텔레콤,067010,2019/03,1450451,-3271407,-1893493
(주)이씨에스텔레콤,067010,2020/03,10357545,-3600847,-3112653
(주)이씨에스텔레콤,067010,2021/03,11683942,-7397275,-2077241
(주)이씨에스텔레콤,067010,2022/03,2337182,-3698283,-2182679
(주)이씨에스텔레콤,067010,2023/03,-3487421,3672449,-2291964
(주)이아이디,093230,2012/12,-3574817,11993535,3843678
(주)이아이디,093230,2013/12,-7534876,-18803892,11695304
(주)이아이디,093230,2014/12,-4206344,-3513791,7793315
(주)이아이디,093230,2015/12,-1456518,3471881,-222695
(주)이아이디,093230,2016/12,-1572328,7841908,-1358866
(주)이아이디,093230,2017/12,-19716268,-46013614,68232604
(주)이아이디,093230,2018/12,-7500307,11916160,-10182067
(주)이아이디,093230,2019/12,-3869576,-102001028,116350992
(주)이아이디,093230,2020/12,-6016581,712616,-4821988
(주)이아이디,093230,2021/12,-1601794,-255637472,271056463
(주)이아이디,093230,2022/12,-7818169,-17467840,10331871
(주)이엔플러스,074610,2012/12,-1025965,896844,-1255657
(주)이엔플러스,074610,2013/12,1142761,-183441,-359301
(주)이엔플러스,074610,2014/12,368732,-131931,-307473
(주)이엔플러스,074610,2015/12,502457,695392,1000000
(주)이엔플러스,074610,2016/12,2146339,-2109478,2999001
(주)이엔플러스,074610,2017/12,-7004399,-25029372,34101698
(주)이엔플러스,074610,2018/12,-270430,-27485622,35044367
(주)이엔플러스,074610,2019/12,-17405438,-17739641,40338114
(주)이엔플러스,074610,2020/12,-7554207,-15124143,6962109
(주)이엔플러스,074610,2021/12,-24531072,1958182,22750132
(주)이엔플러스,074610,2022/12,8299563,-50760356,41338894
(주)이엘피,063760,2017/12,14908328,-4166714,5595114
(주)이엘피,063760,2018/12,18277162,-22239339,0
(주)이엘피,063760,2019/12,2352021,7080253,-1105825
(주)이엘피,063760,2020/12,-4188402,-7409694,-3694368
(주)이엘피,063760,2021/12,5809326,-8598976,6401976
(주)이엘피,063760,2022/12,4753995,-12997419,3922776
(주)이엠넷,123570,2012/12,7444055,-3580172,-2084195
(주)이엠넷,123570,2013/12,3666445,-5823584,4446783
(주)이엠넷,123570,2014/12,2120847,-20637,-953091
(주)이엠넷,123570,2015/12,579223,275117,-7084418
(주)이엠넷,123570,2016/12,-737754,957283,2155968
(주)이엠넷,123570,2017/12,6261611,-1701129,478851
(주)이엠넷,123570,2018/12,2995401,-8773800,-365258
(주)이엠넷,123570,2019/12,1796342,-2071,-440423
(주)이엠넷,123570,2020/12,3460951,-1866683,-2408937
(주)이엠넷,123570,2021/12,9342603,10657582,-1078351
(주)이엠넷,123570,2022/12,5530258,-16782246,-5798882
(주)이엠앤아이,083470,2012/12,4525706,-288875,-4807227
(주)이엠앤아이,083470,2013/12,-5609381,-2278890,8779503
(주)이엠앤아이,083470,2014/12,4012632,-4841708,1592672
(주)이엠앤아이,083470,2015/12,10272011,-19257765,7461100
(주)이엠앤아이,083470,2016/12,-5375052,-4264071,9353200
(주)이엠앤아이,083470,2017/12,7358459,-12463716,5670189
(주)이엠앤아이,083470,2018/12,2884687,5228540,-9648542
(주)이엠앤아이,083470,2019/12,-2822216,760295,2129583
(주)이엠앤아이,083470,2020/12,-4001712,157816,5062720
(주)이엠앤아이,083470,2021/12,2124804,-2214337,2432054
(주)이엠앤아이,083470,2022/12,2060288,-1492520,1338979
(주)이즈미디어,181340,2017/12,-738613,-4500303,10978332
(주)이즈미디어,181340,2018/12,-8522394,1823390,1000000
(주)이즈미디어,181340,2019/12,8411319,-1889876,6527811
(주)이즈미디어,181340,2020/12,-3640899,-2348691,2105393
(주)이즈미디어,181340,2021/12,-16362636,-10389152,11724320
(주)이즈미디어,181340,2022/12,9833097,-1594334,6984099
(주)이지,037370,2012/12,5539512,-22243649,7214747
(주)이지,037370,2013/12,2756983,-576695,-2763459
(주)이지,037370,2014/12,3072538,-608962,-1707720
(주)이지,037370,2015/12,5497415,-1234088,2822326
(주)이지,037370,2016/12,-1906628,-2409795,372058
(주)이지,037370,2017/12,1010357,-3403647,-776611
(주)이지,037370,2018/12,-1699821,-7854524,7544971
(주)이지,037370,2019/12,5004195,-9853651,3842180
(주)이지,037370,2020/12,-4969935,-9650507,13949366
(주)이지,037370,2021/12,6784477,23159009,-19742638
(주)이지,037370,2022/12,-967840,-5061068,2472711
(주)이지트로닉스,377330,2022/12,-9748997,-26547161,34599251
(주)이큐셀,160600,2015/12,-3111662,-1941435,7149400
(주)이큐셀,160600,2016/12,2008319,-8020159,3782566
(주)이큐셀,160600,2017/12,-1021441,-5333991,8536586
(주)이큐셀,160600,2018/12,6840341,-108311,-1581796
(주)이큐셀,160600,2019/12,-17344242,-26756744,39141829
(주)이큐셀,160600,2021/06,-16592415,21682550,-3651994
(주)이큐셀,160600,2022/12,-3321974,-994012,-14398679
(주)이퓨쳐,134060,2012/12,893910,-2842435,-31555
(주)이퓨쳐,134060,2013/12,1355317,-2050447,603022
(주)이퓨쳐,134060,2014/12,1606975,700712,-1100000
(주)이퓨쳐,134060,2015/12,1037945,-2656439,0
(주)이퓨쳐,134060,2016/12,1551718,-1716954,0
(주)이퓨쳐,134060,2017/12,1710231,180368,4304
(주)이퓨쳐,134060,2018/12,1881518,-796043,-4304
(주)이퓨쳐,134060,2019/12,3078643,-1410885,-237964
(주)이퓨쳐,134060,2020/12,1003993,1617059,-850786
(주)이퓨쳐,134060,2021/12,4483238,-665971,-1032881
(주)이퓨쳐,134060,2022/12,2350741,-3541923,-1131919
(주)인바디,041830,2012/12,4206067,-3843770,-544506
(주)인바디,041830,2013/12,6623069,-6220695,-544506
(주)인바디,041830,2014/12,9591566,-8435977,-544506
(주)인바디,041830,2015/12,10289640,-9546823,-816758
(주)인바디,041830,2016/12,16598952,-13009502,-1089011
(주)인바디,041830,2017/12,15476994,-12997907,-4428175
(주)인바디,041830,2018/12,18745070,-16873306,-2891009
(주)인바디,041830,2019/12,18063763,-11053519,-6493859
(주)인바디,041830,2020/12,21571218,-14509012,-6930647
(주)인바디,041830,2021/12,27321531,-25866018,-1916599
(주)인바디,041830,2022/12,24522913,-21782620,-2734605
(주)인바이오젠,101140,2012/12,369980,-4205,-554727
(주)인바이오젠,101140,2013/12,-1132493,-605350,2572995
(주)인바이오젠,101140,2014/12,-695947,517481,-489560
(주)인바이오젠,101140,2015/12,-10958170,-133695,10924867
(주)인바이오젠,101140,2016/12,344747,8982,-104224
(주)인바이오젠,101140,2017/12,-426439,-4308648,4551069
(주)인바이오젠,101140,2018/12,-1698857,-15889310,17967120
(주)인바이오젠,101140,2019/12,-3827875,-55041988,66294985
(주)인바이오젠,101140,2020/12,-8032820,-5865736,14970246
(주)인바이오젠,101140,2021/12,-7069140,-40436738,61543486
(주)인바이오젠,101140,2022/12,-11505134,-15924584,13567578
(주)인벤티지랩,389470,2022/12,-5189237,-2535707,12288286
(주)인산가,277410,2017/12,,,
(주)인산가,277410,2018/12,2678165,-2310500,-1516113
(주)인산가,277410,2019/12,3791255,-6105046,10417757
(주)인산가,277410,2020/12,5025780,-18302777,8609275
(주)인산가,277410,2021/12,9202645,-21649082,12675626
(주)인산가,277410,2022/12,-313083,-323739,-3241135
(주)인스코비,006490,2012/12,-3823826,-6602405,12169867
(주)인스코비,006490,2013/12,-6304284,-2622721,13569217
(주)인스코비,006490,2014/12,-8177998,-2070328,5343631
(주)인스코비,006490,2015/12,-5281574,-9767188,16314056
(주)인스코비,006490,2016/12,-4216523,-828549,4475740
(주)인스코비,006490,2017/12,-2731999,3163540,-1323740
(주)인스코비,006490,2018/12,-3808578,-13101898,16347000
(주)인스코비,006490,2019/12,12983781,-21499586,15514750
(주)인스코비,006490,2020/12,-1832462,-7451821,11640165
(주)인스코비,006490,2021/12,-7008999,-9910759,25027465
(주)인스코비,006490,2022/12,-5060642,-2281261,-2650862
(주)인지소프트,100030,2012/12,3764158,-3631368,74712
(주)인지소프트,100030,2013/12,5779398,-640137,-1424693
(주)인지소프트,100030,2014/12,913534,-2353805,-906971
(주)인지소프트,100030,2015/12,-430723,3114289,-991738
(주)인지소프트,100030,2016/12,1806413,-4446662,0
(주)인지소프트,100030,2017/12,585225,-217749,0
(주)인지소프트,100030,2018/12,760823,-1302854,-302691
(주)인지소프트,100030,2019/12,1226786,-174021,-15318
(주)인지소프트,100030,2020/12,444605,-10905133,9626998
(주)인지소프트,100030,2021/12,2298478,8243572,-405439
(주)인지소프트,100030,2022/12,6049885,-2547174,-11677971
(주)인콘,083640,2012/12,5158838,849859,-3763638
(주)인콘,083640,2013/12,4254699,-4135244,3117566
(주)인콘,083640,2014/12,7010239,-3467986,1842365
(주)인콘,083640,2015/12,1836938,-2184951,8689683
(주)인콘,083640,2016/12,532956,-2179209,0
(주)인콘,083640,2017/12,4816258,-19824188,16000000
(주)인콘,083640,2018/12,631651,-34247811,21660141
(주)인콘,083640,2019/12,-1764541,-10899918,11757607
(주)인콘,083640,2020/12,2961245,9782451,14774184
(주)인콘,083640,2021/12,-463688,-5148074,3714080
(주)인콘,083640,2022/12,4838498,8672900,9320874
(주)인터로조,119610,2012/12,4826706,-14912920,5007520
(주)인터로조,119610,2013/12,4598294,-1504266,-3474240
(주)인터로조,119610,2014/12,8182445,-5319252,707759
(주)인터로조,119610,2015/12,17050683,-13150219,-885181
(주)인터로조,119610,2016/12,15251798,-11797280,-6024635
(주)인터로조,119610,2017/12,11747410,-3537221,-9635293
(주)인터로조,119610,2018/12,8933695,-17636623,9234594
(주)인터로조,119610,2019/12,24205472,-32556669,9809726
(주)인터로조,119610,2020/12,18586174,-17613794,2210754
(주)인터로조,119610,2021/12,16482459,-20447954,4507537
(주)인터로조,119610,2022/12,16377440,-33903565,8507550
(주)인터엠,017250,2012/09,6767837,-8686532,-1031541
(주)인터엠,017250,2013/09,1687640,-9435055,7629652
(주)인터엠,017250,2014/09,7693086,-6673353,1707780
(주)인터엠,017250,2015/09,5221124,-5518311,-811986
(주)인터엠,017250,2016/09,11250505,-12889207,5115255
(주)인터엠,017250,2017/09,2689540,-6444023,2344553
(주)인터엠,017250,2018/09,10141057,-4554144,-3792462
(주)인터엠,017250,2019/09,-261675,-2711897,-1086831
(주)인터엠,017250,2020/09,1598474,10641194,-5136595
(주)인터엠,017250,2021/09,-3208770,1726272,-5377160
(주)인터엠,017250,2022/09,-2945119,-2755891,-1060439
(주)인텍플러스,064290,2012/12,3140542,-8040418,4501499
(주)인텍플러스,064290,2013/12,-4060407,787110,2645308
(주)인텍플러스,064290,2014/12,-6047674,10973810,-6185553
(주)인텍플러스,064290,2015/12,2263828,2840590,-2777118
(주)인텍플러스,064290,2016/12,-6250920,4252393,552523
(주)인텍플러스,064290,2017/12,1533122,-33915,2059673
(주)인텍플러스,064290,2018/12,-5159699,-2487695,6425042
(주)인텍플러스,064290,2019/12,1440989,-1002215,1383263
(주)인텍플러스,064290,2020/12,-748863,201187,1424496
(주)인텍플러스,064290,2021/12,-916407,-2534738,10928471
(주)인텍플러스,064290,2022/12,6889166,-12073448,716298
(주)인텔리안테크놀로지스,189300,2016/12,1236219,-8342275,30590829
(주)인텔리안테크놀로지스,189300,2017/12,-4932398,-7953425,684967
(주)인텔리안테크놀로지스,189300,2018/12,18079742,-21795613,3999657
(주)인텔리안테크놀로지스,189300,2019/12,14083557,-10688638,3787216
(주)인텔리안테크놀로지스,189300,2020/12,7637208,-23140846,3187107
(주)인텔리안테크놀로지스,189300,2021/12,-15486711,-59963716,83888626
(주)인텔리안테크놀로지스,189300,2022/12,-35549352,-24796147,59952845
(주)인트로메딕,150840,2013/12,-162101,-3986512,4371131
(주)인트로메딕,150840,2014/12,-397477,2717146,-667396
(주)인트로메딕,150840,2015/12,1470528,-9882662,10122406
(주)인트로메딕,150840,2016/12,-1459958,-1825521,288300
(주)인트로메딕,150840,2017/12,1412682,6690177,-416000
(주)인트로메딕,150840,2018/12,-4804156,-22088097,20999985
(주)인트로메딕,150840,2019/12,-1996264,-15390147,14872284
(주)인트로메딕,150840,2020/12,-2959433,-2559814,8247795
(주)인트로메딕,150840,2021/12,-2612142,-14928192,17399733
(주)인트로메딕,150840,2022/12,-3602089,7729626,-528831
(주)인트론바이오테크놀로지,048530,2012/12,-331014,1291207,937753
(주)인트론바이오테크놀로지,048530,2013/12,-191857,-2854661,4028217
(주)인트론바이오테크놀로지,048530,2014/12,638861,-8871925,11982089
(주)인트론바이오테크놀로지,048530,2015/12,1699151,-3714012,3781173
(주)인트론바이오테크놀로지,048530,2016/12,-1937358,-10286909,21960897
(주)인트론바이오테크놀로지,048530,2017/12,-5367051,-2912835,4396621
(주)인트론바이오테크놀로지,048530,2018/12,4262384,-1250488,1978162
(주)인트론바이오테크놀로지,048530,2019/12,-715333,-5541177,37315006
(주)인트론바이오테크놀로지,048530,2020/12,7481126,2338830,-2009541
(주)인트론바이오테크놀로지,048530,2021/12,16688674,-41252542,39749991
(주)인트론바이오테크놀로지,048530,2022/12,6121717,-46177645,-9190660
(주)인포마크,175140,2015/12,-2837875,-4239835,6928301
(주)인포마크,175140,2016/12,5334220,-5001411,-1921403
(주)인포마크,175140,2017/12,-2261852,-5970619,17666552
(주)인포마크,175140,2018/12,2782808,-2087133,-7305391
(주)인포마크,175140,2019/12,-4795682,-5510584,9683921
(주)인포마크,175140,2020/12,8413665,-4485975,-4245085
(주)인포마크,175140,2021/12,11147728,4259965,565708
(주)인포마크,175140,2022/12,-17665572,-9071256,32607450
(주)인포바인,115310,2012/12,8724575,-2927874,-4956960
(주)인포바인,115310,2013/12,10383393,-11442790,10830572
(주)인포바인,115310,2014/12,9695822,-20819026,-3776815
(주)인포바인,115310,2015/12,10184556,25551099,-20433934
(주)인포바인,115310,2016/12,10652305,-11324810,-3278959
(주)인포바인,115310,2017/12,12342222,1818025,-9674197
(주)인포바인,115310,2018/12,10393371,-10815295,-2442457
(주)인포바인,115310,2019/12,9031646,1579582,-2142872
(주)인포바인,115310,2020/12,9417797,-2894768,-3085820
(주)인포바인,115310,2021/12,7409356,-1550353,-2597873
(주)인포바인,115310,2022/12,8722439,-15871540,-2583905
(주)인피니트헬스케어,071200,2012/12,5708014,-6155631,-4598136
(주)인피니트헬스케어,071200,2013/12,5618891,8504137,-3510571
(주)인피니트헬스케어,071200,2014/12,3770118,-4422178,352920
(주)인피니트헬스케어,071200,2015/12,6943636,2707099,2209527
(주)인피니트헬스케어,071200,2016/12,4664041,-2631189,1844013
(주)인피니트헬스케어,071200,2017/12,4939314,-24369063,1092688
(주)인피니트헬스케어,071200,2018/12,6814666,-8258870,-4954600
(주)인피니트헬스케어,071200,2019/12,11726618,-12840217,-126533
(주)인피니트헬스케어,071200,2020/12,13622655,10529282,10828
(주)인피니트헬스케어,071200,2021/12,13851457,-38654685,513420
(주)인피니트헬스케어,071200,2022/12,6247958,13067182,-34273
(주)일신바이오베이스,068330,2012/12,1486028,-1711539,-5291
(주)일신바이오베이스,068330,2013/12,-19625,1148284,-1504876
(주)일신바이오베이스,068330,2014/12,3119063,-208070,-1500000
(주)일신바이오베이스,068330,2015/12,546054,133702,-1432707
(주)일신바이오베이스,068330,2016/12,3080480,-7444008,6396561
(주)일신바이오베이스,068330,2017/12,2093734,-682328,0
(주)일신바이오베이스,068330,2018/12,4843611,-1919581,-2637764
(주)일신바이오베이스,068330,2019/12,5549435,-4888754,-214331
(주)일신바이오베이스,068330,2020/12,4503206,-1164133,-300063
(주)일신바이오베이스,068330,2021/12,6744973,-4110212,-308533
(주)일신바이오베이스,068330,2022/12,2646482,-7979590,-309303
(주)일신석재,007110,2012/12,2443441,-888442,-1797150
(주)일신석재,007110,2013/12,1202465,-6209371,4129188
(주)일신석재,007110,2014/12,2643805,-931811,-621348
(주)일신석재,007110,2015/12,-1328162,1055511,-411195
(주)일신석재,007110,2016/12,-566876,4889159,-406555
(주)일신석재,007110,2017/12,-808805,-158116,-500000
(주)일신석재,007110,2018/12,530502,-442518,0
