회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS),감사의견코드(IFRS)(백만원)
디젠스(주),113810,2021/12,-0.78,2653,UQ
디젠스(주),113810,2022/12,-3.12,201,UQ
디케이락(주),105740,2012/12,26.51,2984,UQ
디케이락(주),105740,2013/12,33.61,6832,UQ
디케이락(주),105740,2014/12,25.26,6061,UQ
디케이락(주),105740,2015/12,17.51,-2378,UQ
디케이락(주),105740,2016/12,11.65,8658,UQ
디케이락(주),105740,2017/12,7.36,3106,UQ
디케이락(주),105740,2018/12,35.07,5858,UQ
디케이락(주),105740,2019/12,52.71,2938,UQ
디케이락(주),105740,2020/12,6.44,6463,UQ
디케이락(주),105740,2021/12,4.92,11246,UQ
디케이락(주),105740,2022/12,5.71,2175,UQ
라온시큐어(주),042510,2012/12,2.81,-1429,UQ
라온시큐어(주),042510,2013/12,-6.18,1596,UQ
라온시큐어(주),042510,2014/12,-42.68,-825,UQ
라온시큐어(주),042510,2015/12,12.05,2282,UQ
라온시큐어(주),042510,2016/12,46.27,3385,UQ
라온시큐어(주),042510,2017/12,189.98,2805,UQ
라온시큐어(주),042510,2018/12,854.14,3303,UQ
라온시큐어(주),042510,2019/12,3.09,3988,UQ
라온시큐어(주),042510,2020/12,-2.09,410,UQ
라온시큐어(주),042510,2021/12,-3.18,1175,UQ
라온시큐어(주),042510,2022/12,2.66,7790,UQ
라온피플(주),300120,2019/12,1587.04,4686,UQ
라온피플(주),300120,2020/12,-165.02,859,UQ
라온피플(주),300120,2021/12,-17.64,-4202,UQ
라온피플(주),300120,2022/12,2.48,3069,UQ
램테크놀러지(주),171010,2013/12,3.37,3632,UQ
램테크놀러지(주),171010,2014/12,-1.6,2793,UQ
램테크놀러지(주),171010,2015/12,-0.19,1436,UQ
램테크놀러지(주),171010,2016/12,-1.9,3369,UQ
램테크놀러지(주),171010,2017/12,1.11,1867,UQ
램테크놀러지(주),171010,2018/12,1.71,1870,UQ
램테크놀러지(주),171010,2019/12,4.17,3662,UQ
램테크놀러지(주),171010,2020/12,1.7,4050,UQ
램테크놀러지(주),171010,2021/12,2.07,1057,UQ
램테크놀러지(주),171010,2022/12,3.51,1475,UQ
레이저쎌(주),412350,2022/12,-259.25,-3678,UQ
로스웰인터내셔널유한회사,900260,2015/12,,,
로스웰인터내셔널유한회사,900260,2016/12,,,
로스웰인터내셔널유한회사,900260,2017/12,,,
로스웰인터내셔널유한회사,900260,2018/12,,,
로스웰인터내셔널유한회사,900260,2019/12,,,
로스웰인터내셔널유한회사,900260,2020/12,,,
로스웰인터내셔널유한회사,900260,2021/12,,,
로스웰인터내셔널유한회사,900260,2022/12,,,
마이크로로봇(주),182690,2014/12,42.68,4735,UQ
마이크로로봇(주),182690,2015/12,999999999,1532,UQ
마이크로로봇(주),182690,2016/12,999999999,880,UQ
마이크로로봇(주),182690,2017/12,-1144.37,-4449,UQ
마이크로로봇(주),182690,2018/12,-13.67,-2567,UQ
마이크로로봇(주),182690,2019/12,-7.34,-1653,UQ
마이크로로봇(주),182690,2020/12,0.12,-1520,DS
마이크로로봇(주),182690,2021/12,-1.2,-767,DU
메디앙스(주),014100,2012/12,-0.36,-5503,UQ
메디앙스(주),014100,2013/12,-4.5,1279,UQ
메디앙스(주),014100,2014/12,3.58,6393,UQ
메디앙스(주),014100,2015/12,5.37,8306,UQ
메디앙스(주),014100,2016/12,8.96,7990,UQ
메디앙스(주),014100,2017/12,5.37,3772,UQ
메디앙스(주),014100,2018/12,2.25,-72,UQ
메디앙스(주),014100,2019/12,-2.6,12144,UQ
메디앙스(주),014100,2020/12,-2.7,-3089,QS
메디앙스(주),014100,2021/12,5.31,2428,UQ
메디앙스(주),014100,2022/12,-0.65,2553,UQ
메디포스트(주),078160,2012/12,-2402.93,-5382,UQ
메디포스트(주),078160,2013/12,2229.5,-1501,UQ
메디포스트(주),078160,2014/12,-0.63,-872,UQ
메디포스트(주),078160,2015/12,0.94,-1976,UQ
메디포스트(주),078160,2016/12,-19.86,-3986,UQ
메디포스트(주),078160,2017/12,-6.39,-5762,UQ
메디포스트(주),078160,2018/12,-16.13,7516,UQ
메디포스트(주),078160,2019/12,-1.81,8007,UQ
메디포스트(주),078160,2020/12,-0.36,1999,UQ
메디포스트(주),078160,2021/12,-1.02,5517,UQ
메디포스트(주),078160,2022/12,-1.31,1194,UQ
모바일어플라이언스(주),087260,2017/12,2,-7977,UQ
모바일어플라이언스(주),087260,2018/12,2.28,8589,UQ
모바일어플라이언스(주),087260,2019/12,-1.84,-418,UQ
모바일어플라이언스(주),087260,2020/12,6.61,9922,UQ
모바일어플라이언스(주),087260,2021/12,1.32,6448,UQ
모바일어플라이언스(주),087260,2022/12,-0.39,-431,UQ
미디어젠(주),279600,2019/12,-20.3,-730,UQ
미디어젠(주),279600,2020/12,-1.55,362,UQ
미디어젠(주),279600,2021/12,-0.35,1246,UQ
미디어젠(주),279600,2022/12,-6.96,-560,UQ
미래산업(주),025560,2012/12,-3.88,1740,UQ
미래산업(주),025560,2013/12,-0.54,658,UQ
미래산업(주),025560,2014/12,-5.95,-6136,UQ
미래산업(주),025560,2015/12,-2.55,-8202,UQ
미래산업(주),025560,2016/12,-35.43,-8022,UQ
미래산업(주),025560,2017/12,-8.13,-1971,UQ
미래산업(주),025560,2018/12,-8.58,-1658,UQ
미래산업(주),025560,2019/12,-13.63,-2244,UQ
미래산업(주),025560,2020/12,2.38,-829,UQ
미래산업(주),025560,2021/12,5.83,5018,UQ
미래산업(주),025560,2022/12,4.26,-587,UQ
미스터블루(주),207760,2014/12,,,UQ
미스터블루(주),207760,2015/12,41.26,3491,UQ
미스터블루(주),207760,2016/12,45.78,1925,UQ
미스터블루(주),207760,2017/12,35.91,2825,UQ
미스터블루(주),207760,2018/12,33.59,5179,UQ
미스터블루(주),207760,2019/12,26.03,4906,UQ
미스터블루(주),207760,2020/12,43.63,5558,UQ
미스터블루(주),207760,2021/12,205,4947,UQ
미스터블루(주),207760,2022/12,1.52,2420,UQ
바디텍메드(주),206640,2014/12,,,UQ
바디텍메드(주),206640,2015/12,211.22,9871,UQ
바디텍메드(주),206640,2016/12,95.33,12698,UQ
바디텍메드(주),206640,2017/12,5.7,5221,UQ
바디텍메드(주),206640,2018/12,5.84,8864,UQ
바디텍메드(주),206640,2019/12,10.31,17095,UQ
바디텍메드(주),206640,2020/12,171.69,38032,UQ
바디텍메드(주),206640,2021/12,426.74,43692,UQ
바디텍메드(주),206640,2022/12,193.51,20980,UQ
바이오플러스(주),099430,2021/12,30.72,13419,UQ
바이오플러스(주),099430,2022/12,999999999,14179,UQ
바이온(주),032980,2012/06,0.54,-3531,UQ
바이온(주),032980,2013/06,-13.19,-2771,UQ
바이온(주),032980,2014/06,-8.94,-4571,QU
바이온(주),032980,2015/12,0.99,-3046,UQ
바이온(주),032980,2016/12,0.51,1076,UQ
바이온(주),032980,2017/12,-1.64,-658,UQ
바이온(주),032980,2018/12,-1.05,-8078,UQ
바이온(주),032980,2019/12,-1.8,-1116,UQ
바이온(주),032980,2020/12,2.82,4579,UQ
바이온(주),032980,2021/12,-4.12,-7162,UQ
바이온(주),032980,2022/12,-10.5,-3284,UQ
바이옵트로(주),222160,2022/03,44.04,1079,UQ
바이옵트로(주),222160,2023/03,-65.81,-1295,UQ
바이젠셀(주),308080,2021/12,-37.25,-7955,UQ
바이젠셀(주),308080,2022/12,-62.93,-11058,UQ
범한퓨얼셀(주),382900,2022/12,7.09,-12428,UQ
베뉴지(주),019010,2012/12,-0.28,-40581,UQ
베뉴지(주),019010,2013/12,-0.05,25326,UQ
베뉴지(주),019010,2014/12,0.38,54605,UQ
베뉴지(주),019010,2015/12,0.33,18664,UQ
베뉴지(주),019010,2016/12,1.39,-3890,UQ
베뉴지(주),019010,2017/12,1.35,9089,UQ
베뉴지(주),019010,2018/12,1.44,5737,UQ
베뉴지(주),019010,2019/12,1.47,7425,UQ
베뉴지(주),019010,2020/12,-0.27,-2195,UQ
베뉴지(주),019010,2021/12,-0.64,921,UQ
베뉴지(주),019010,2022/12,0.5,-11401,UQ
보로노이(주),310210,2022/12,-6.79,-14120,UQ
보성파워텍(주),006910,2012/12,1.65,3972,UQ
보성파워텍(주),006910,2013/12,0.56,47,UQ
보성파워텍(주),006910,2014/12,-2.6,-1967,UQ
보성파워텍(주),006910,2015/12,1.22,1900,UQ
보성파워텍(주),006910,2016/12,-5.47,-4438,UQ
보성파워텍(주),006910,2017/12,-26.61,-14314,UQ
보성파워텍(주),006910,2018/12,0.36,-11375,UQ
보성파워텍(주),006910,2019/12,-0.67,7237,UQ
보성파워텍(주),006910,2020/12,1.38,16670,UQ
보성파워텍(주),006910,2021/12,-2.96,-3675,UQ
보성파워텍(주),006910,2022/12,-16.76,-8831,UQ
부국철강(주),026940,2012/12,16.14,27151,UQ
부국철강(주),026940,2013/12,26483.42,9697,UQ
부국철강(주),026940,2014/12,12665.14,14808,UQ
부국철강(주),026940,2015/12,35675.98,14662,UQ
부국철강(주),026940,2016/12,9603.37,3812,UQ
부국철강(주),026940,2017/12,4019.84,-7917,UQ
부국철강(주),026940,2018/12,3087.84,3494,UQ
부국철강(주),026940,2019/12,1277.71,4580,UQ
부국철강(주),026940,2020/12,6552.02,6671,UQ
부국철강(주),026940,2021/12,68267.59,-3092,UQ
부국철강(주),026940,2022/12,49767.28,4332,UQ
브레인즈컴퍼니(주),099390,2021/12,1954.51,5613,UQ
브레인즈컴퍼니(주),099390,2022/12,715.89,5123,UQ
브릿지바이오테라퓨틱스(주),288330,2019/12,0.26,-7596,UQ
브릿지바이오테라퓨틱스(주),288330,2020/12,-2958.27,-12355,UQ
브릿지바이오테라퓨틱스(주),288330,2021/12,-3024.8,-17813,UQ
브릿지바이오테라퓨틱스(주),288330,2022/12,-3266.51,-33769,UQ
비나텍(주),126340,2020/12,12.04,2342,UQ
비나텍(주),126340,2021/12,6.56,566,UQ
비나텍(주),126340,2022/12,2.18,7102,UQ
비디아이(주),148140,2017/12,6.48,-11174,UQ
비디아이(주),148140,2018/12,2.61,-9005,UQ
비디아이(주),148140,2019/12,0.73,7124,UQ
비디아이(주),148140,2020/12,-14.64,-43928,UQ
비디아이(주),148140,2021/12,-3.34,-33440,DS
비디아이(주),148140,2022/12,-35.42,-8995,UQ
비비씨(주),318410,2020/12,37.72,5217,UQ
비비씨(주),318410,2021/12,728.25,-6989,UQ
비비씨(주),318410,2022/12,948.37,6786,UQ
비씨엔씨(주),146320,2022/12,29.13,7556,UQ
비유테크놀러지,230980,2016/12,,-311,UQ
비유테크놀러지,230980,2017/12,-1.68,791,UQ
비유테크놀러지,230980,2018/12,-0.23,2109,UQ
비유테크놀러지,230980,2019/12,-0.85,-2365,UQ
비유테크놀러지,230980,2020/12,0.36,2115,UQ
비유테크놀러지,230980,2021/12,-1.74,-2015,UQ
비유테크놀러지,230980,2022/12,-1.57,-4725,UQ
비케이탑스(주),030790,2012/12,-2.57,-4097,UQ
비케이탑스(주),030790,2013/12,-10.62,-5123,UQ
비케이탑스(주),030790,2014/12,0.43,1185,UQ
비케이탑스(주),030790,2015/12,-0.7,-858,UQ
비케이탑스(주),030790,2016/12,-1.32,-3542,UQ
비케이탑스(주),030790,2017/12,-4.52,-6545,UQ
비케이탑스(주),030790,2018/12,-2.15,-27532,UQ
비케이탑스(주),030790,2019/12,-1.01,-15089,UQ
비케이탑스(주),030790,2020/12,-0.76,-14604,UQ
비케이탑스(주),030790,2021/12,-0.52,-26092,DU
비케이탑스(주),030790,2022/12,-0.68,-2040,DU
비플라이소프트(주),148780,2016/12,,,
비플라이소프트(주),148780,2017/12,56.86,1019,UQ
비플라이소프트(주),148780,2018/12,-23.42,9,UQ
비플라이소프트(주),148780,2019/12,-34.17,545,UQ
비플라이소프트(주),148780,2020/12,-12.86,-459,UQ
비플라이소프트(주),148780,2021/12,-5.84,528,UQ
비플라이소프트(주),148780,2022/12,-9.71,341,UQ
빛샘전자(주),072950,2012/12,213.76,4841,UQ
빛샘전자(주),072950,2013/12,7015.34,2667,UQ
빛샘전자(주),072950,2014/12,72.65,2845,UQ
빛샘전자(주),072950,2015/12,101.79,4678,UQ
빛샘전자(주),072950,2016/12,999999999,2121,UQ
빛샘전자(주),072950,2017/12,999999999,1799,UQ
빛샘전자(주),072950,2018/12,999999999,1974,UQ
빛샘전자(주),072950,2019/12,999999999,4816,UQ
빛샘전자(주),072950,2020/12,300.75,3196,UQ
빛샘전자(주),072950,2021/12,67.78,2021,UQ
빛샘전자(주),072950,2022/12,49.25,3584,UQ
삼륭물산(주),014970,2012/12,3.56,6657,UQ
삼륭물산(주),014970,2013/12,3.98,5115,UQ
삼륭물산(주),014970,2014/12,5.17,3757,UQ
삼륭물산(주),014970,2015/12,8.02,2149,UQ
삼륭물산(주),014970,2016/12,9.93,7240,UQ
삼륭물산(주),014970,2017/12,6,4726,UQ
삼륭물산(주),014970,2018/12,4.28,3281,UQ
삼륭물산(주),014970,2019/12,5.66,3324,UQ
삼륭물산(주),014970,2020/12,11.15,639,UQ
삼륭물산(주),014970,2021/12,9.99,1960,UQ
삼륭물산(주),014970,2022/12,1.86,-2033,UQ
삼성제약(주),001360,2012/12,0.16,-11127,UQ
삼성제약(주),001360,2013/12,-4.21,604,UQ
삼성제약(주),001360,2014/12,-13.34,-13583,UQ
삼성제약(주),001360,2015/12,-0.34,-1574,UQ
삼성제약(주),001360,2016/12,-2.48,-6944,UQ
삼성제약(주),001360,2017/12,-2.6,570,UQ
삼성제약(주),001360,2018/12,-3.04,-5925,UQ
삼성제약(주),001360,2019/12,-9.15,-2434,UQ
삼성제약(주),001360,2020/12,-4.82,-2553,UQ
삼성제약(주),001360,2021/12,-35.79,-7163,UQ
삼성제약(주),001360,2022/12,-125.67,-1914,UQ
삼아제약(주),009300,2012/12,17.97,14001,UQ
삼아제약(주),009300,2013/12,15.49,8097,UQ
삼아제약(주),009300,2014/12,83.17,11380,UQ
삼아제약(주),009300,2015/12,1797.71,10807,UQ
삼아제약(주),009300,2016/12,18595.26,10532,UQ
삼아제약(주),009300,2017/12,999999999,5095,UQ
삼아제약(주),009300,2018/12,999999999,12755,UQ
삼아제약(주),009300,2019/12,170.87,13033,UQ
삼아제약(주),009300,2020/12,19.46,9503,UQ
삼아제약(주),009300,2021/12,48.44,12979,UQ
삼아제약(주),009300,2022/12,288.15,19649,UQ
삼영엠텍(주),054540,2012/12,7.45,15492,UQ
삼영엠텍(주),054540,2013/12,4.35,-7979,UQ
삼영엠텍(주),054540,2014/12,0.18,4678,UQ
삼영엠텍(주),054540,2015/12,5.56,13115,UQ
삼영엠텍(주),054540,2016/12,5.05,15032,UQ
삼영엠텍(주),054540,2017/12,2.78,1266,UQ
삼영엠텍(주),054540,2018/12,2.71,5702,UQ
삼영엠텍(주),054540,2019/12,4.36,7007,UQ
삼영엠텍(주),054540,2020/12,3.15,2556,UQ
삼영엠텍(주),054540,2021/12,1.05,512,UQ
삼영엠텍(주),054540,2022/12,-7.52,1548,UQ
삼영이엔씨(주),065570,2012/12,39.23,5250,UQ
삼영이엔씨(주),065570,2013/12,78.71,6199,UQ
삼영이엔씨(주),065570,2014/12,120.26,8055,UQ
삼영이엔씨(주),065570,2015/12,32.47,12865,UQ
삼영이엔씨(주),065570,2016/12,74.05,6001,UQ
삼영이엔씨(주),065570,2017/12,70.75,2062,UQ
삼영이엔씨(주),065570,2018/12,16.2,8404,UQ
삼영이엔씨(주),065570,2019/12,-21.15,4544,UQ
삼영이엔씨(주),065570,2020/12,-5.84,737,UQ
삼영이엔씨(주),065570,2021/12,2.67,-3859,UQ
삼영이엔씨(주),065570,2022/12,-15.32,-7216,UQ
삼정펄프(주),009770,2012/12,187.85,22846,UQ
삼정펄프(주),009770,2013/12,105.9,17168,UQ
삼정펄프(주),009770,2014/12,74.6,11043,UQ
삼정펄프(주),009770,2015/12,72.6,18458,UQ
삼정펄프(주),009770,2016/12,105.1,25170,UQ
삼정펄프(주),009770,2017/12,120.19,7310,UQ
삼정펄프(주),009770,2018/12,-90,1835,UQ
삼정펄프(주),009770,2019/12,80.75,16819,UQ
삼정펄프(주),009770,2020/12,197.5,13795,UQ
삼정펄프(주),009770,2021/12,30.19,1719,UQ
삼정펄프(주),009770,2022/12,129.69,2216,UQ
삼화전자공업(주),011230,2012/12,-0.85,-3721,UQ
삼화전자공업(주),011230,2013/12,0.29,299,UQ
삼화전자공업(주),011230,2014/12,-0.47,440,UQ
삼화전자공업(주),011230,2015/12,-2.56,-1182,UQ
삼화전자공업(주),011230,2016/12,0.5,1362,UQ
삼화전자공업(주),011230,2017/12,-0.04,1396,UQ
삼화전자공업(주),011230,2018/12,-1.79,-219,UQ
삼화전자공업(주),011230,2019/12,0.01,-2799,UQ
삼화전자공업(주),011230,2020/12,-1.12,-1961,UQ
삼화전자공업(주),011230,2021/12,-3.02,-1619,UQ
삼화전자공업(주),011230,2022/12,-0.84,468,UQ
상신이디피(주),091580,2012/12,3.18,8103,UQ
상신이디피(주),091580,2013/12,4.51,9616,UQ
상신이디피(주),091580,2014/12,2.71,12246,UQ
상신이디피(주),091580,2015/12,-1.26,-1935,UQ
상신이디피(주),091580,2016/12,1.42,6557,UQ
상신이디피(주),091580,2017/12,3.44,5089,UQ
상신이디피(주),091580,2018/12,7.67,14816,UQ
상신이디피(주),091580,2019/12,0.6,-4922,UQ
상신이디피(주),091580,2020/12,5.69,13158,UQ
상신이디피(주),091580,2021/12,11.98,11091,UQ
상신이디피(주),091580,2022/12,11.77,12465,UQ
서암기계공업(주),100660,2012/12,144.98,6719,UQ
서암기계공업(주),100660,2013/12,198.9,4462,UQ
서암기계공업(주),100660,2014/12,999999999,4453,UQ
서암기계공업(주),100660,2015/12,999999999,1104,UQ
서암기계공업(주),100660,2016/12,999999999,3638,UQ
서암기계공업(주),100660,2017/12,999999999,4244,UQ
서암기계공업(주),100660,2018/12,999999999,1840,UQ
서암기계공업(주),100660,2019/12,999999999,2267,UQ
서암기계공업(주),100660,2020/12,999999999,2425,UQ
서암기계공업(주),100660,2021/12,999999999,2184,UQ
서암기계공업(주),100660,2022/12,999999999,2939,UQ
서울식품공업(주),004410,2012/12,2.14,485,UQ
서울식품공업(주),004410,2013/12,2.22,3774,UQ
서울식품공업(주),004410,2014/12,2.07,2673,UQ
서울식품공업(주),004410,2015/12,3.05,4307,UQ
서울식품공업(주),004410,2016/12,1.01,1107,UQ
서울식품공업(주),004410,2017/12,1.08,3679,UQ
서울식품공업(주),004410,2018/12,0.72,5778,UQ
서울식품공업(주),004410,2019/12,0.21,4504,UQ
서울식품공업(주),004410,2020/12,0.5,6162,UQ
서울식품공업(주),004410,2021/12,-3.32,1650,UQ
서울식품공업(주),004410,2022/12,0.95,303,UQ
서울전자통신(주),027040,2012/12,-5.04,-564,UQ
서울전자통신(주),027040,2013/12,-2.92,6630,UQ
서울전자통신(주),027040,2014/12,0.74,8389,UQ
서울전자통신(주),027040,2015/12,0.95,2526,UQ
서울전자통신(주),027040,2016/12,3.84,-7391,UQ
서울전자통신(주),027040,2017/12,0.42,-1729,UQ
서울전자통신(주),027040,2018/12,-1.5,4487,UQ
서울전자통신(주),027040,2019/12,-3.9,-6317,UQ
서울전자통신(주),027040,2020/12,-1.88,4803,UQ
서울전자통신(주),027040,2021/12,2.65,4009,UQ
서울전자통신(주),027040,2022/12,-1.54,943,UQ
서호전기(주),065710,2012/12,5.35,2228,UQ
서호전기(주),065710,2013/12,29.48,534,UQ
서호전기(주),065710,2014/12,70.43,5566,UQ
서호전기(주),065710,2015/12,47.11,8521,UQ
서호전기(주),065710,2016/12,112.21,13207,UQ
서호전기(주),065710,2017/12,181.81,1040,UQ
서호전기(주),065710,2018/12,45.31,12876,UQ
서호전기(주),065710,2019/12,112.7,769,UQ
서호전기(주),065710,2020/12,57.9,8585,UQ
서호전기(주),065710,2021/12,339.77,9586,UQ
서호전기(주),065710,2022/12,4443.96,15248,UQ
선도전기(주),007610,2012/12,-13.15,-3844,UQ
선도전기(주),007610,2013/12,3.72,-5332,UQ
선도전기(주),007610,2014/12,0.76,4649,UQ
선도전기(주),007610,2015/12,4.55,5030,UQ
선도전기(주),007610,2016/12,3.53,-6707,UQ
선도전기(주),007610,2017/12,1.22,4089,UQ
선도전기(주),007610,2018/12,1.95,1288,UQ
선도전기(주),007610,2019/12,-0.27,-172,UQ
선도전기(주),007610,2020/12,-1.24,-6248,UQ
선도전기(주),007610,2021/12,-17.07,-3997,UQ
선도전기(주),007610,2022/12,-6.53,-4033,DS
선바이오(주),067370,2022/12,2.29,1639,UQ
선진뷰티사이언스(주),086710,2021/12,3.61,5096,UQ
선진뷰티사이언스(주),086710,2022/12,3.24,9474,UQ
성문전자(주),014910,2012/12,-1.49,4631,UQ
성문전자(주),014910,2013/12,-5.55,-1977,UQ
성문전자(주),014910,2014/12,-3.37,530,UQ
성문전자(주),014910,2015/12,-4.14,325,UQ
성문전자(주),014910,2016/12,-2.34,2633,UQ
성문전자(주),014910,2017/12,-13.69,738,UQ
성문전자(주),014910,2018/12,9.62,631,UQ
성문전자(주),014910,2019/12,-28.22,474,UQ
성문전자(주),014910,2020/12,-17.56,630,UQ
성문전자(주),014910,2021/12,0.29,940,UQ
성문전자(주),014910,2022/12,-0.13,344,UQ
성보화학(주),003080,2012/12,81.81,2314,UQ
성보화학(주),003080,2013/12,999999999,1480,UQ
성보화학(주),003080,2014/12,290.81,-663,UQ
성보화학(주),003080,2015/12,73.43,-816,UQ
성보화학(주),003080,2016/12,20.41,-8420,UQ
성보화학(주),003080,2017/12,-3133.33,4649,UQ
성보화학(주),003080,2018/12,999999999,8218,UQ
성보화학(주),003080,2019/12,-94.02,-3699,UQ
성보화학(주),003080,2020/12,-76.22,-169,UQ
성보화학(주),003080,2021/12,24.55,12066,UQ
성보화학(주),003080,2022/12,13.96,-3151,UQ
성우전자(주),081580,2012/12,9.99,4693,UQ
성우전자(주),081580,2013/12,16.59,6901,UQ
성우전자(주),081580,2014/12,63.9,14076,UQ
성우전자(주),081580,2015/12,132.87,2171,UQ
성우전자(주),081580,2016/12,5625.02,11113,UQ
성우전자(주),081580,2017/12,-1316604.03,6599,UQ
성우전자(주),081580,2018/12,-2257879.41,6651,UQ
성우전자(주),081580,2019/12,-913.54,-2810,UQ
성우전자(주),081580,2020/12,25.71,5220,UQ
성우전자(주),081580,2021/12,54.37,4791,UQ
성우전자(주),081580,2022/12,-1.37,3961,UQ
성우테크론(주),045300,2012/12,-0.47,1264,UQ
성우테크론(주),045300,2013/12,0.5,2173,UQ
성우테크론(주),045300,2014/12,0.91,1064,UQ
성우테크론(주),045300,2015/12,2.96,1949,UQ
성우테크론(주),045300,2016/12,9,2777,UQ
성우테크론(주),045300,2017/12,17.03,6312,UQ
성우테크론(주),045300,2018/12,21.32,7081,UQ
성우테크론(주),045300,2019/12,5.68,335,UQ
성우테크론(주),045300,2020/12,16.32,9052,UQ
성우테크론(주),045300,2021/12,23.85,8167,UQ
성우테크론(주),045300,2022/12,20.22,4526,UQ
성일하이텍(주),365340,2022/12,16.45,27898,UQ
성호전자(주),043260,2012/12,-0.27,7615,UQ
성호전자(주),043260,2013/12,-1.45,2269,UQ
성호전자(주),043260,2014/12,-0.67,2007,UQ
성호전자(주),043260,2015/12,3.3,1204,UQ
성호전자(주),043260,2016/12,2.97,7544,UQ
성호전자(주),043260,2017/12,2.38,-1793,UQ
성호전자(주),043260,2018/12,2.41,-1441,UQ
성호전자(주),043260,2019/12,-1.66,-5077,UQ
성호전자(주),043260,2020/12,2.36,2563,UQ
성호전자(주),043260,2021/12,-0.25,-5213,UQ
성호전자(주),043260,2022/12,1.92,26444,UQ
세기상사(주),002420,2012/12,-0.44,-106,UQ
세기상사(주),002420,2013/12,-1.97,-898,UQ
세기상사(주),002420,2014/12,-1.9,-589,UQ
세기상사(주),002420,2015/12,-2.05,-572,UQ
세기상사(주),002420,2016/12,-1.7,-658,UQ
세기상사(주),002420,2017/12,-0.9,-412,UQ
세기상사(주),002420,2018/12,-0.91,-160,UQ
세기상사(주),002420,2019/12,-1.05,-533,UQ
세기상사(주),002420,2020/12,-3.02,-1167,UQ
세기상사(주),002420,2021/12,-2.87,-1855,UQ
세기상사(주),002420,2022/12,-0.96,-1768,UQ
세명전기공업(주),017510,2012/12,732.07,3693,UQ
세명전기공업(주),017510,2013/12,707.67,3566,UQ
세명전기공업(주),017510,2014/12,404.56,5111,UQ
세명전기공업(주),017510,2015/12,2084.27,6245,UQ
세명전기공업(주),017510,2016/12,2768.05,3334,UQ
세명전기공업(주),017510,2017/12,4922.81,3645,UQ
세명전기공업(주),017510,2018/12,12025.25,1093,UQ
세명전기공업(주),017510,2019/12,13472.29,2934,UQ
세명전기공업(주),017510,2020/12,9577.4,1333,UQ
세명전기공업(주),017510,2021/12,999999999,7857,UQ
세명전기공업(주),017510,2022/12,999999999,-3029,UQ
소니드(주),060230,2012/12,0.85,1765,UQ
소니드(주),060230,2013/12,1.46,650,UQ
소니드(주),060230,2014/12,-0.21,4539,UQ
소니드(주),060230,2015/12,-0.69,-4585,UQ
소니드(주),060230,2016/12,0.1,1947,UQ
소니드(주),060230,2017/12,-0.86,-2498,UQ
소니드(주),060230,2018/12,-0.52,4519,UQ
소니드(주),060230,2019/12,0.76,7989,UQ
소니드(주),060230,2020/12,1.95,4295,UQ
소니드(주),060230,2021/12,0.58,54,UQ
소니드(주),060230,2022/12,0.2,1145,UQ
소프트캠프(주),258790,2017/12,,,UQ
소프트캠프(주),258790,2018/12,,,UQ
소프트캠프(주),258790,2019/12,54.95,5424,UQ
소프트캠프(주),258790,2020/12,40.08,1085,UQ
소프트캠프(주),258790,2021/12,4.2,1432,UQ
소프트캠프(주),258790,2022/12,2.56,1244,UQ
솔트웨어(주),328380,2019/12,,,UQ
솔트웨어(주),328380,2020/12,,,UQ
솔트웨어(주),328380,2021/12,,,UQ
솔트웨어(주),328380,2022/12,-11.94,-997,UQ
신라섬유(주),001000,2012/12,2.35,465,UQ
신라섬유(주),001000,2013/12,2.71,-443,UQ
신라섬유(주),001000,2014/12,1.94,-2194,UQ
신라섬유(주),001000,2015/12,-9.55,-793,UQ
신라섬유(주),001000,2016/12,1.31,1079,UQ
신라섬유(주),001000,2017/12,0.93,1085,UQ
신라섬유(주),001000,2018/12,1.32,1045,UQ
신라섬유(주),001000,2019/12,1.25,1038,UQ
신라섬유(주),001000,2020/12,1.55,1333,UQ
신라섬유(주),001000,2021/12,1.59,399,UQ
신라섬유(주),001000,2022/12,0.79,915,UQ
신라에스지(주),025870,2012/12,0.47,-114,UQ
신라에스지(주),025870,2013/12,1.61,2354,UQ
신라에스지(주),025870,2014/12,2.22,-957,UQ
신라에스지(주),025870,2015/12,-0.45,11517,UQ
신라에스지(주),025870,2016/12,4.37,2640,UQ
신라에스지(주),025870,2017/12,2.53,799,UQ
신라에스지(주),025870,2018/12,1.15,2886,UQ
신라에스지(주),025870,2019/12,2.54,2570,UQ
신라에스지(주),025870,2020/12,2.21,-630,UQ
신라에스지(주),025870,2021/12,4.81,-3952,UQ
신라에스지(주),025870,2022/12,2.27,-3539,UQ
신라젠(주),215600,2016/12,-4.34,-205858,UQ
신라젠(주),215600,2017/12,-7.14,46127,UQ
신라젠(주),215600,2018/12,-55.86,-41104,UQ
신라젠(주),215600,2019/12,-13.74,22144,UQ
신라젠(주),215600,2020/12,-16.45,-14654,UQ
신라젠(주),215600,2021/12,-3.81,-56775,UQ
신라젠(주),215600,2022/12,-10.21,-17830,UQ
신송홀딩스(주),006880,2013/12,-520.83,-194,UQ
신송홀딩스(주),006880,2014/12,-186361.25,-1822,UQ
